,aid,cid,act_days,act_paid_installments,act_utl,act_dueutl,act_due,act_age,act_cc,act_dueinc,act_loaninc,app_income,app_loan_amount,app_n_installments,act_seniority,app_nom_branch,app_nom_gender,app_nom_job_code,app_number_of_children,app_nom_marital_status,app_nom_city,app_nom_home_status,app_nom_cars,app_spendings,fin_period,status,coll_status,period,act_cus_seniority,act_cus_n_loans_hist,act_cus_n_statC,act_cus_n_statB,act_cus_n_loans_act,act_cus_utl,act_cus_dueutl,act_cus_cc,agr12_Mean_Due,agr12_Max_Due,agr12_Min_Due,agr12_Mean_Days,agr12_Max_Days,agr12_Min_Days,agr12_Mean_CMax_Days,agr12_Max_CMax_Days,agr12_Min_CMax_Days,agr12_Mean_CMax_Due,agr12_Max_CMax_Due,agr12_Min_CMax_Due,ags12_Mean_Due,ags12_Max_Due,ags12_Min_Due,ags12_Mean_Days,ags12_Max_Days,ags12_Min_Days,ags12_Mean_CMax_Days,ags12_Max_CMax_Days,ags12_Min_CMax_Days,ags12_Mean_CMax_Due,ags12_Max_CMax_Due,ags12_Min_CMax_Due,agr9_Mean_Due,agr9_Max_Due,agr9_Min_Due,agr9_Mean_Days,agr9_Max_Days,agr9_Min_Days,agr9_Mean_CMax_Days,agr9_Max_CMax_Days,agr9_Min_CMax_Days,agr9_Mean_CMax_Due,agr9_Max_CMax_Due,agr9_Min_CMax_Due,ags9_Mean_Due,ags9_Max_Due,ags9_Min_Due,ags9_Mean_Days,ags9_Max_Days,ags9_Min_Days,ags9_Mean_CMax_Days,ags9_Max_CMax_Days,ags9_Min_CMax_Days,ags9_Mean_CMax_Due,ags9_Max_CMax_Due,ags9_Min_CMax_Due,agr6_Mean_Due,agr6_Max_Due,agr6_Min_Due,agr6_Mean_Days,agr6_Max_Days,agr6_Min_Days,agr6_Mean_CMax_Days,agr6_Max_CMax_Days,agr6_Min_CMax_Days,agr6_Mean_CMax_Due,agr6_Max_CMax_Due,agr6_Min_CMax_Due,ags6_Mean_Due,ags6_Max_Due,ags6_Min_Due,ags6_Mean_Days,ags6_Max_Days,ags6_Min_Days,ags6_Mean_CMax_Days,ags6_Max_CMax_Days,ags6_Min_CMax_Days,ags6_Mean_CMax_Due,ags6_Max_CMax_Due,ags6_Min_CMax_Due,agr3_Mean_Due,agr3_Max_Due,agr3_Min_Due,agr3_Mean_Days,agr3_Max_Days,agr3_Min_Days,agr3_Mean_CMax_Days,agr3_Max_CMax_Days,agr3_Min_CMax_Days,agr3_Mean_CMax_Due,agr3_Max_CMax_Due,agr3_Min_CMax_Due,ags3_Mean_Due,ags3_Max_Due,ags3_Min_Due,ags3_Mean_Days,ags3_Max_Days,ags3_Min_Days,ags3_Mean_CMax_Days,ags3_Max_CMax_Days,ags3_Min_CMax_Days,ags3_Mean_CMax_Due,ags3_Max_CMax_Due,ags3_Min_CMax_Due,scorem,score
0,ins202408120001,0000000104,13,4,0.1666666666666666,0.0,0,53,0.4315446339017051,0.0,0.8786359077231695,3988,3504,24,-4,4,0,2,1,4,2,3,2,1575,202408,1,1,202412,-4,5,0,0,5,6.083333333333333,0.0,0.5779839518555667,0.0,0,0,26.6,30,22,26.6,30,22,0.0,0,0,,,,,,,,,,,,,0.0,0,0,26.6,30,22,26.6,30,22,0.0,0,0,,,,,,,,,,,,,0.0,0,0,26.6,30,22,26.6,30,22,0.0,0,0,,,,,,,,,,,,,0.0,0,0,27.0,29,24,27.0,29,24,0.0,0,0,0.0,0.0,0.0,27.0,29.0,24.0,27.0,29.0,24.0,0.0,0.0,0.0,0.4688837978282463,-0.3360773491339804
1,ins202407070001,0000000068,9,5,0.2083333333333333,0.0,0,49,0.6498344370860927,0.0,3.347682119205298,2416,8088,24,-5,3,1,3,2,4,2,3,2,1233,202407,1,1,202412,-5,6,0,0,6,14.041666666666666,0.0,1.3472682119205297,0.0,0,0,27.166666666666668,30,24,27.166666666666668,30,24,0.0,0,0,,,,,,,,,,,,,0.0,0,0,27.166666666666668,30,24,27.166666666666668,30,24,0.0,0,0,,,,,,,,,,,,,0.0,0,0,27.166666666666668,30,24,27.166666666666668,30,24,0.0,0,0,0.0,0.0,0.0,27.166666666666668,30.0,24.0,27.166666666666668,30.0,24.0,0.0,0.0,0.0,0.0,0,0,26.0,29,24,26.0,29,24,0.0,0,0,0.0,0.0,0.0,26.0,29.0,24.0,26.0,29.0,24.0,0.0,0.0,0.0,1.1758170468114346,2.0004500619726855
2,ins202409040001,0000000127,12,3,0.25,0.0,0,59,0.67018779342723,0.0,2.084507042253521,852,1776,12,-3,4,1,4,1,4,2,3,2,423,202409,1,1,202412,-3,4,0,0,4,12.333333333333334,0.0,1.1913145539906105,0.0,0,0,29.0,30,27,29.0,30,27,0.0,0,0,,,,,,,,,,,,,0.0,0,0,29.0,30,27,29.0,30,27,0.0,0,0,,,,,,,,,,,,,0.0,0,0,29.0,30,27,29.0,30,27,0.0,0,0,,,,,,,,,,,,,0.0,0,0,28.666666666666668,30,27,28.666666666666668,30,27,0.0,0,0,0.0,0.0,0.0,28.666666666666668,30.0,27.0,28.666666666666668,30.0,27.0,0.0,0.0,0.0,2.3935568144391404,1.283958509840228
3,ins202410100001,0000000163,15,2,0.1666666666666666,0.0,0,67,0.7703180212014135,0.0,2.8551236749116606,849,2424,12,-2,1,1,4,0,3,3,3,2,452,202410,1,1,202412,-2,3,0,0,3,16.833333333333332,0.0,1.2461719670200235,0.0,0,0,29.333333333333332,30,28,29.333333333333332,30,28,0.0,0,0,,,,,,,,,,,,,0.0,0,0,29.333333333333332,30,28,29.333333333333332,30,28,0.0,0,0,,,,,,,,,,,,,0.0,0,0,29.333333333333332,30,28,29.333333333333332,30,28,0.0,0,0,,,,,,,,,,,,,0.0,0,0,29.333333333333332,30,28,29.333333333333332,30,28,0.0,0,0,0.0,0.0,0.0,29.333333333333332,30.0,28.0,29.333333333333332,30.0,28.0,0.0,0.0,0.0,0.18142192199805623,0.28658043191841265
4,ins202406110001,0000000042,9,6,0.5,0.0,0,53,0.3134155184916606,0.0,0.2279912980420594,6895,1572,12,-6,4,1,2,2,4,2,2,2,2030,202406,1,1,202412,-6,7,0,0,7,10.916666666666666,0.0,0.4274111675126903,0.0,0,0,26.857142857142858,30,24,26.857142857142858,30,24,0.0,0,0,,,,,,,,,,,,,0.0,0,0,26.857142857142858,30,24,26.857142857142858,30,24,0.0,0,0,,,,,,,,,,,,,0.0,0,0,26.333333333333332,30,24,26.333333333333332,30,24,0.0,0,0,0.0,0.0,0.0,26.333333333333332,30.0,24.0,26.333333333333332,30.0,24.0,0.0,0.0,0.0,0.0,0,0,26.0,28,24,26.0,28,24,0.0,0,0,0.0,0.0,0.0,26.0,28.0,24.0,26.0,28.0,24.0,0.0,0.0,0.0,0.1486941590341326,0.6273679499724267
5,ins202407130001,0000000074,14,5,0.4166666666666667,0.0,0,64,0.4700315457413249,0.0,0.5058789790650989,3487,1764,12,-5,1,0,2,1,3,1,3,1,1492,202407,1,1,202412,-5,6,0,0,6,12.25,0.0,0.6808144536851162,0.0,0,0,28.166666666666668,30,26,28.166666666666668,30,26,0.0,0,0,,,,,,,,,,,,,0.0,0,0,28.166666666666668,30,26,28.166666666666668,30,26,0.0,0,0,,,,,,,,,,,,,0.0,0,0,28.166666666666668,30,26,28.166666666666668,30,26,0.0,0,0,0.0,0.0,0.0,28.166666666666668,30.0,26.0,28.166666666666668,30.0,26.0,0.0,0.0,0.0,0.0,0,0,27.666666666666668,29,26,27.666666666666668,29,26,0.0,0,0,0.0,0.0,0.0,27.666666666666668,29.0,26.0,27.666666666666668,29.0,26.0,0.0,0.0,0.0,-2.191321296419906,-0.07371106480857983
6,ins202409190001,0000000142,15,3,0.25,0.0,0,50,0.5958282950423216,0.0,0.837968561064087,3308,2772,12,-3,3,0,2,2,4,3,2,2,1740,202409,1,1,202412,-3,4,0,0,4,19.25,0.0,0.8053204353083434,0.0,0,0,28.75,30,26,28.75,30,26,0.0,0,0,,,,,,,,,,,,,0.0,0,0,28.75,30,26,28.75,30,26,0.0,0,0,,,,,,,,,,,,,0.0,0,0,28.75,30,26,28.75,30,26,0.0,0,0,,,,,,,,,,,,,0.0,0,0,28.333333333333332,30,26,28.333333333333332,30,26,0.0,0,0,0.0,0.0,0.0,28.333333333333332,30.0,26.0,28.333333333333332,30.0,26.0,0.0,0.0,0.0,-1.3077121631214603,0.01679827754789809
7,ins202410310001,0000000184,14,2,0.0833333333333333,0.0,0,65,0.5735047512576859,0.0,3.0855226383454446,1789,5520,24,-2,2,0,4,1,4,3,3,2,796,202410,1,1,202412,-2,3,0,0,3,9.583333333333334,0.0,0.8306316377864729,0.0,0,0,29.0,30,28,29.0,30,28,0.0,0,0,,,,,,,,,,,,,0.0,0,0,29.0,30,28,29.0,30,28,0.0,0,0,,,,,,,,,,,,,0.0,0,0,29.0,30,28,29.0,30,28,0.0,0,0,,,,,,,,,,,,,0.0,0,0,29.0,30,28,29.0,30,28,0.0,0,0,0.0,0.0,0.0,29.0,30.0,28.0,29.0,30.0,28.0,0.0,0.0,0.0,0.6749885608293114,0.9788982889139288
8,ins202410260001,0000000179,13,2,0.1666666666666666,0.0,0,54,0.5196304849884527,0.0,0.6789838337182448,1732,1176,12,-2,3,1,3,1,4,4,3,2,802,202410,1,1,202412,-2,3,0,0,3,8.166666666666666,0.0,0.6327944572748267,0.0,0,0,29.0,30,28,29.0,30,28,0.0,0,0,,,,,,,,,,,,,0.0,0,0,29.0,30,28,29.0,30,28,0.0,0,0,,,,,,,,,,,,,0.0,0,0,29.0,30,28,29.0,30,28,0.0,0,0,,,,,,,,,,,,,0.0,0,0,29.0,30,28,29.0,30,28,0.0,0,0,0.0,0.0,0.0,29.0,30.0,28.0,29.0,30.0,28.0,0.0,0.0,0.0,1.033940941147919,0.23659209693797234
9,ins202405310001,0000000031,13,7,0.2916666666666667,0.0,0,64,0.5398361876396128,0.0,1.804914370811616,1343,2424,24,-7,1,1,4,0,4,2,3,1,624,202405,1,1,202412,-7,8,0,0,8,4.208333333333333,0.0,1.0662695457930007,0.0,0,0,27.125,30,23,27.125,30,23,0.0,0,0,,,,,,,,,,,,,0.0,0,0,27.125,30,23,27.125,30,23,0.0,0,0,,,,,,,,,,,,,0.0,0,0,26.166666666666668,28,23,26.166666666666668,28,23,0.0,0,0,0.0,0.0,0.0,26.166666666666668,28.0,23.0,26.166666666666668,28.0,23.0,0.0,0.0,0.0,0.0,0,0,27.333333333333332,28,26,27.333333333333332,28,26,0.0,0,0,0.0,0.0,0.0,27.333333333333332,28.0,26.0,27.333333333333332,28.0,26.0,0.0,0.0,0.0,-0.6623336621431205,0.1294457530790562
10,ins202410240001,0000000177,15,2,0.0833333333333333,0.0,0,60,0.6768115942028986,0.0,6.956521739130435,690,4800,24,-2,2,1,4,1,4,2,3,2,267,202410,1,1,202412,-2,3,0,0,3,8.333333333333334,0.0,1.2565217391304349,0.0,0,0,29.333333333333332,30,28,29.333333333333332,30,28,0.0,0,0,,,,,,,,,,,,,0.0,0,0,29.333333333333332,30,28,29.333333333333332,30,28,0.0,0,0,,,,,,,,,,,,,0.0,0,0,29.333333333333332,30,28,29.333333333333332,30,28,0.0,0,0,,,,,,,,,,,,,0.0,0,0,29.333333333333332,30,28,29.333333333333332,30,28,0.0,0,0,0.0,0.0,0.0,29.333333333333332,30.0,28.0,29.333333333333332,30.0,28.0,0.0,0.0,0.0,0.8789981617295496,1.094394786148666
11,ins202408310001,0000000123,14,4,0.3333333333333333,0.0,0,61,0.750795334040297,0.0,3.3085896076352066,943,3120,12,-4,4,1,4,0,4,2,3,2,448,202408,1,7,202412,-4,5,0,0,5,21.666666666666668,0.0166666666666666,1.853658536585366,0.2,1,0,28.4,30,26,28.4,30,26,0.2,1,0,,,,,,,,,,,,,0.2,1,0,28.4,30,26,28.4,30,26,0.2,1,0,,,,,,,,,,,,,0.2,1,0,28.4,30,26,28.4,30,26,0.2,1,0,,,,,,,,,,,,,0.3333333333333333,1,0,28.666666666666668,30,27,28.666666666666668,30,27,0.3333333333333333,1,0,0.3333333333333333,1.0,0.0,28.666666666666668,30.0,27.0,28.666666666666668,30.0,27.0,0.3333333333333333,1.0,0.0,1.3457830652725067,-0.048765994706371774
12,ins202411220001,0000000206,14,1,0.0833333333333333,0.0,0,61,0.4762316335350043,0.0,1.0890233362143475,1157,1260,12,0,2,0,4,1,4,3,3,2,446,202411,1,1,202412,0,2,0,0,2,8.75,0.0,0.5669835782195333,0.0,0,0,29.5,30,29,29.5,30,29,0.0,0,0,,,,,,,,,,,,,0.0,0,0,29.5,30,29,29.5,30,29,0.0,0,0,,,,,,,,,,,,,0.0,0,0,29.5,30,29,29.5,30,29,0.0,0,0,,,,,,,,,,,,,0.0,0,0,29.5,30,29,29.5,30,29,0.0,0,0,,,,,,,,,,,,,1.3257890305112026,1.3487131329336755
13,ins202409210001,0000000144,12,3,0.25,0.0,0,55,0.6994535519125683,0.0,1.9234972677595628,549,1056,12,-3,1,0,4,2,4,3,3,2,296,202409,1,1,202412,-3,4,0,0,4,7.333333333333333,0.0,1.180327868852459,0.0,0,0,27.25,30,25,27.25,30,25,0.0,0,0,,,,,,,,,,,,,0.0,0,0,27.25,30,25,27.25,30,25,0.0,0,0,,,,,,,,,,,,,0.0,0,0,27.25,30,25,27.25,30,25,0.0,0,0,,,,,,,,,,,,,0.0,0,0,26.333333333333332,27,25,26.333333333333332,27,25,0.0,0,0,0.0,0.0,0.0,26.333333333333332,27.0,25.0,26.333333333333332,27.0,25.0,0.0,0.0,0.0,1.2119396876638562,1.0821835045846777
14,ins202411040001,0000000188,13,1,0.0416666666666666,0.0,0,60,0.4956398774452039,0.0,1.6403488098043837,4243,6960,24,0,1,0,2,1,4,3,3,1,1813,202411,1,1,202412,0,2,0,0,2,12.083333333333334,0.0,0.5639877445203865,0.0,0,0,29.0,30,28,29.0,30,28,0.0,0,0,,,,,,,,,,,,,0.0,0,0,29.0,30,28,29.0,30,28,0.0,0,0,,,,,,,,,,,,,0.0,0,0,29.0,30,28,29.0,30,28,0.0,0,0,,,,,,,,,,,,,0.0,0,0,29.0,30,28,29.0,30,28,0.0,0,0,,,,,,,,,,,,,-1.2456563333180195,0.3054037577695029
15,ins202408060001,0000000098,15,4,0.3333333333333333,0.0,0,56,0.7786163522012579,0.0,1.841509433962264,795,1464,12,-4,2,0,4,0,4,4,3,2,497,202408,1,1,202412,-4,5,0,0,5,10.166666666666666,0.0,1.3924528301886792,0.0,0,0,29.0,30,27,29.0,30,27,0.0,0,0,,,,,,,,,,,,,0.0,0,0,29.0,30,27,29.0,30,27,0.0,0,0,,,,,,,,,,,,,0.0,0,0,29.0,30,27,29.0,30,27,0.0,0,0,,,,,,,,,,,,,0.0,0,0,28.666666666666668,30,27,28.666666666666668,30,27,0.0,0,0,0.0,0.0,0.0,28.666666666666668,30.0,27.0,28.666666666666668,30.0,27.0,0.0,0.0,0.0,1.290955997365687,-0.18734651846752493
16,ins202408190001,0000000111,14,4,0.3333333333333333,0.0,0,64,0.6470588235294118,0.0,1.7275541795665634,646,1116,12,-4,1,0,4,1,3,2,3,2,325,202408,1,1,202412,-4,5,0,0,5,7.75,0.0,1.2229102167182662,0.0,0,0,28.6,30,26,28.6,30,26,0.0,0,0,,,,,,,,,,,,,0.0,0,0,28.6,30,26,28.6,30,26,0.0,0,0,,,,,,,,,,,,,0.0,0,0,28.6,30,26,28.6,30,26,0.0,0,0,,,,,,,,,,,,,0.0,0,0,28.0,29,26,28.0,29,26,0.0,0,0,0.0,0.0,0.0,28.0,29.0,26.0,28.0,29.0,26.0,0.0,0.0,0.0,-0.648342983662986,0.6450932083534003
17,ins202410180001,0000000171,9,2,0.1666666666666666,0.0,0,63,0.9673704414587332,0.0,3.9616122840690977,521,2064,12,-2,1,0,4,0,2,4,3,2,332,202410,1,1,202412,-2,3,0,0,3,14.333333333333334,0.0,1.6276391554702496,0.0,0,0,26.0,30,24,26.0,30,24,0.0,0,0,,,,,,,,,,,,,0.0,0,0,26.0,30,24,26.0,30,24,0.0,0,0,,,,,,,,,,,,,0.0,0,0,26.0,30,24,26.0,30,24,0.0,0,0,,,,,,,,,,,,,0.0,0,0,26.0,30,24,26.0,30,24,0.0,0,0,0.0,0.0,0.0,26.0,30.0,24.0,26.0,30.0,24.0,0.0,0.0,0.0,-0.21758731150541658,0.7216539710212544
18,ins202407280001,0000000089,15,5,0.4166666666666667,0.0,0,68,0.7379518072289156,0.0,3.8313253012048194,332,1272,12,-5,3,1,4,0,4,3,3,2,139,202407,1,1,202412,-5,6,0,0,6,8.833333333333334,0.0,2.3343373493975905,0.0,0,0,28.833333333333332,30,25,28.833333333333332,30,25,0.0,0,0,,,,,,,,,,,,,0.0,0,0,28.833333333333332,30,25,28.833333333333332,30,25,0.0,0,0,,,,,,,,,,,,,0.0,0,0,28.833333333333332,30,25,28.833333333333332,30,25,0.0,0,0,0.0,0.0,0.0,28.833333333333332,30.0,25.0,28.833333333333332,30.0,25.0,0.0,0.0,0.0,0.0,0,0,30.0,30,30,30.0,30,30,0.0,0,0,0.0,0.0,0.0,30.0,30.0,30.0,30.0,30.0,30.0,0.0,0.0,0.0,1.6772805527523578,-0.8986132008502972
19,ins202407300001,0000000091,15,5,0.1388888888888889,0.0,0,52,0.4976332835077229,0.0,1.1390134529147982,8028,9144,36,-5,3,0,2,0,4,4,3,2,3741,202407,1,1,202412,-5,6,0,0,6,7.055555555555555,0.0,0.655829596412556,0.0,0,0,27.833333333333332,30,25,27.833333333333332,30,25,0.0,0,0,,,,,,,,,,,,,0.0,0,0,27.833333333333332,30,25,27.833333333333332,30,25,0.0,0,0,,,,,,,,,,,,,0.0,0,0,27.833333333333332,30,25,27.833333333333332,30,25,0.0,0,0,0.0,0.0,0.0,27.833333333333332,30.0,25.0,27.833333333333332,30.0,25.0,0.0,0.0,0.0,0.0,0,0,27.333333333333332,30,25,27.333333333333332,30,25,0.0,0,0,0.0,0.0,0.0,27.333333333333332,30.0,25.0,27.333333333333332,30.0,25.0,0.0,0.0,0.0,1.6395238334779816,0.33209751209439176
20,ins202411130001,0000000197,15,1,0.0833333333333333,0.0,0,59,0.9839449541284404,0.0,5.339449541284404,436,2328,12,0,2,1,4,0,2,3,3,2,235,202411,1,1,202412,0,2,0,0,2,16.166666666666668,0.0,1.4288990825688073,0.0,0,0,30.0,30,30,30.0,30,30,0.0,0,0,,,,,,,,,,,,,0.0,0,0,30.0,30,30,30.0,30,30,0.0,0,0,,,,,,,,,,,,,0.0,0,0,30.0,30,30,30.0,30,30,0.0,0,0,,,,,,,,,,,,,0.0,0,0,30.0,30,30,30.0,30,30,0.0,0,0,,,,,,,,,,,,,0.2355208637421557,0.4662353528256141
21,ins202409070001,0000000130,14,3,0.25,0.0,0,66,0.88125,0.0,6.81,800,5448,12,-3,3,1,4,0,4,2,3,1,251,202409,1,1,202412,-3,4,0,0,4,37.833333333333336,0.0,2.58375,0.0,0,0,27.75,30,23,27.75,30,23,0.0,0,0,,,,,,,,,,,,,0.0,0,0,27.75,30,23,27.75,30,23,0.0,0,0,,,,,,,,,,,,,0.0,0,0,27.75,30,23,27.75,30,23,0.0,0,0,,,,,,,,,,,,,0.0,0,0,27.0,29,23,27.0,29,23,0.0,0,0,0.0,0.0,0.0,27.0,29.0,23.0,27.0,29.0,23.0,0.0,0.0,0.0,-0.16044568633631653,-0.23031353875941868
22,ins202410130001,0000000166,14,2,0.0833333333333333,0.0,0,70,0.6776859504132231,0.0,5.137190082644628,1210,6216,24,-2,4,1,4,0,4,2,3,2,561,202410,1,1,202412,-2,3,0,0,3,10.791666666666666,0.0,1.105785123966942,0.0,0,0,28.333333333333332,30,26,28.333333333333332,30,26,0.0,0,0,,,,,,,,,,,,,0.0,0,0,28.333333333333332,30,26,28.333333333333332,30,26,0.0,0,0,,,,,,,,,,,,,0.0,0,0,28.333333333333332,30,26,28.333333333333332,30,26,0.0,0,0,,,,,,,,,,,,,0.0,0,0,28.333333333333332,30,26,28.333333333333332,30,26,0.0,0,0,0.0,0.0,0.0,28.333333333333332,30.0,26.0,28.333333333333332,30.0,26.0,0.0,0.0,0.0,1.327392063039298,0.7001733400192748
23,ins202409010001,0000000124,14,3,0.25,0.0,0,69,0.6574239713774598,0.0,1.0304114490161005,1118,1152,12,-3,2,1,4,0,3,2,3,2,639,202409,1,1,202412,-3,4,0,0,4,8.0,0.0,0.9150268336314848,0.0,0,0,27.5,30,23,27.5,30,23,0.0,0,0,,,,,,,,,,,,,0.0,0,0,27.5,30,23,27.5,30,23,0.0,0,0,,,,,,,,,,,,,0.0,0,0,27.5,30,23,27.5,30,23,0.0,0,0,,,,,,,,,,,,,0.0,0,0,26.666666666666668,29,23,26.666666666666668,29,23,0.0,0,0,0.0,0.0,0.0,26.666666666666668,29.0,23.0,26.666666666666668,29.0,23.0,0.0,0.0,0.0,0.2878047768516877,0.5358423763100183
24,ins202408070001,0000000099,14,4,0.1666666666666666,0.0,0,68,0.7462365591397849,0.0,7.741935483870968,465,3600,24,-4,4,1,4,0,3,4,3,2,197,202408,1,1,202412,-4,5,0,0,5,6.25,0.0,2.0365591397849463,0.0,0,0,28.0,30,21,28.0,30,21,0.0,0,0,,,,,,,,,,,,,0.0,0,0,28.0,30,21,28.0,30,21,0.0,0,0,,,,,,,,,,,,,0.0,0,0,28.0,30,21,28.0,30,21,0.0,0,0,,,,,,,,,,,,,0.0,0,0,26.666666666666668,30,21,26.666666666666668,30,21,0.0,0,0,0.0,0.0,0.0,26.666666666666668,30.0,21.0,26.666666666666668,30.0,21.0,0.0,0.0,0.0,1.2527301297627003,0.052398536680249685
