aid,cid,act_days,act_paid_installments,act_utl,act_dueutl,act_due,act_age,act_cc,act_dueinc,act_loaninc,app_income,app_loan_amount,app_n_installments,act_seniority,app_nom_branch,app_nom_gender,app_nom_job_code,app_number_of_children,app_nom_marital_status,app_nom_city,app_nom_home_status,app_nom_cars,app_spendings,fin_period,status,coll_status,period,act_cus_seniority,act_cus_n_loans_hist,act_cus_n_statC,act_cus_n_statB,act_cus_n_loans_act,act_cus_utl,act_cus_dueutl,act_cus_cc
ins202406300001,0000000061,10,1,0.08333333333333333,0.0,0,60,0.6067551266586249,0.0,1.1001206272617612,1658,1824,12,0,3,0,4,2,3,4,3,2,854,202406,1,1,202407,0,2,0,0,2,12.666666666666666,0.0,0.6984318455971049
ins202406110001,0000000042,11,1,0.08333333333333333,0.0,0,53,0.3134155184916606,0.0,0.22799129804205948,6895,1572,12,0,4,1,2,2,4,2,2,2,2030,202406,1,1,202407,0,2,0,0,2,10.916666666666666,0.0,0.33241479332849894
ins202406160001,0000000047,15,1,0.041666666666666664,0.0,0,61,0.46174988547869905,0.0,1.4841960604672468,2183,3240,24,0,3,0,4,1,4,1,3,2,873,202406,1,1,202407,0,2,0,0,2,5.625,0.0,0.5235913879981676
ins202405060001,0000000006,12,2,0.08333333333333333,0.0,0,62,0.4449760765550239,0.0,1.6421052631578947,2090,3432,24,-2,2,1,4,0,3,3,3,2,787,202405,1,1,202407,-2,3,0,0,3,5.958333333333333,0.0,0.5818181818181818
ins202405190001,0000000019,11,2,0.16666666666666666,0.0,0,57,0.5350790513833992,0.0,0.8063241106719368,2024,1632,12,-2,4,0,4,0,2,2,3,2,947,202405,1,1,202407,-2,3,0,0,3,11.333333333333334,0.0,0.6694664031620553
ins202406030001,0000000034,13,1,0.08333333333333333,0.0,0,64,0.7562189054726368,0.0,2.8895522388059702,1005,2904,12,0,3,0,4,0,3,2,3,2,518,202406,1,1,202407,0,2,0,0,2,20.166666666666668,0.0,0.9970149253731343
ins202405010001,0000000001,14,2,0.16666666666666666,0.0,0,66,1.017094017094017,0.0,6.871794871794871,702,4824,12,-2,1,0,4,0,4,3,3,2,312,202405,1,1,202407,-2,3,0,0,3,33.5,0.0,2.1623931623931623
ins202406050001,0000000036,12,1,0.08333333333333333,0.0,0,65,0.4909090909090909,0.0,2.4,1210,2904,12,0,1,1,4,0,2,3,3,1,352,202406,1,1,202407,0,2,0,0,2,20.166666666666668,0.0,0.6909090909090909
ins202406070001,0000000038,11,1,0.08333333333333333,0.0,0,66,0.57085346215781,0.0,1.7004830917874396,1242,2112,12,0,3,0,4,0,4,2,3,2,533,202406,1,1,202407,0,2,0,0,2,14.666666666666666,0.0,0.7125603864734299
ins202406290001,0000000060,10,1,0.041666666666666664,0.0,0,61,0.7855203619909502,0.0,8.166515837104072,1105,9024,24,0,2,1,4,0,4,3,3,2,492,202406,1,1,202407,0,2,0,0,2,15.666666666666666,0.0,1.12579185520362
ins202406240001,0000000055,9,1,0.08333333333333333,0.0,0,56,0.5209222886421861,0.0,1.506404782237404,1171,1764,12,0,1,1,4,0,4,4,3,2,463,202406,1,1,202407,0,2,0,0,2,12.25,0.0,0.6464560204953032
ins202405100001,0000000010,14,2,0.16666666666666666,0.0,0,52,0.47520107238605896,0.0,0.20107238605898123,8952,1800,12,-2,2,0,2,1,4,1,3,2,4104,202405,1,1,202407,-2,3,0,0,3,12.5,0.0,0.5087131367292225
ins202405170001,0000000017,14,2,0.16666666666666666,0.0,0,61,1.0328425821064553,0.0,7.012457531143828,883,6192,12,-2,3,1,4,0,2,2,3,2,396,202405,1,1,202407,-2,3,0,0,3,43.0,0.0,2.2015855039637597
ins202405070001,0000000007,15,2,0.08333333333333333,0.0,0,64,0.572064552031163,0.0,4.393989983305509,1797,7896,24,-2,3,0,4,0,2,2,3,2,699,202405,1,1,202407,-2,3,0,0,3,13.708333333333334,0.0,0.9382303839732888
ins202405250001,0000000025,15,2,0.08333333333333333,0.0,0,62,0.470155836518671,0.0,2.04645692443399,3401,6960,24,-2,4,1,3,0,2,1,3,2,1309,202405,1,1,202407,-2,3,0,0,3,12.083333333333334,0.0,0.6406939135548368
ins202406200001,0000000051,11,1,0.041666666666666664,0.0,0,70,0.677819083023544,0.0,4.014869888475836,807,3240,24,0,3,1,4,0,4,2,3,2,412,202406,1,1,202407,0,2,0,0,2,5.625,0.0,0.8451053283767038
ins202406150001,0000000046,12,1,0.08333333333333333,0.0,0,59,0.411402789171452,0.0,0.3420836751435603,4876,1668,12,0,2,1,2,0,4,3,3,2,1867,202406,1,1,202407,0,2,0,0,2,11.583333333333334,0.0,0.43990976210008204
ins202405200001,0000000020,12,2,0.16666666666666666,0.0,0,52,0.33794524580512214,0.0,0.4450986164262585,3397,1512,12,-2,1,0,3,2,4,3,3,1,1022,202405,1,1,202407,-2,3,0,0,3,10.5,0.0,0.4121283485428319
ins202406190001,0000000050,15,1,0.08333333333333333,0.0,0,62,0.44503333903231324,0.0,0.7857753462130279,5849,4596,12,0,3,1,2,0,2,2,3,1,2220,202406,1,1,202407,0,2,0,0,2,31.916666666666668,0.0,0.5105146178833989
ins202406120001,0000000043,7,1,0.08333333333333333,0.0,0,56,0.5531639004149378,0.0,1.3568464730290457,3856,5232,12,0,4,1,2,2,4,2,3,2,1697,202406,1,1,202407,0,2,0,0,2,36.333333333333336,0.0,0.6662344398340249
ins202405210001,0000000021,14,2,0.16666666666666666,0.0,0,66,0.6452205882352942,0.0,1.4283088235294117,2176,3108,12,-2,3,1,4,0,3,4,3,2,1145,202405,1,1,202407,-2,3,0,0,3,21.583333333333332,0.0,0.8832720588235294
ins202405110001,0000000011,9,2,0.16666666666666666,0.0,0,61,0.7028862478777589,0.0,4.726655348047538,589,2784,12,-2,4,0,4,1,2,3,3,1,182,202405,1,1,202407,-2,3,0,0,3,19.333333333333332,0.0,1.4906621392190154
ins202406170001,0000000048,15,1,0.027777777777777776,0.0,0,50,0.3889559444779722,0.0,1.716354858177429,6628,11376,36,0,1,0,2,2,4,2,3,1,2262,202406,1,1,202407,0,2,0,0,2,8.777777777777779,0.0,0.43663246831623415
ins202406260001,0000000057,15,1,0.08333333333333333,0.0,0,58,0.8078358208955224,0.0,5.059701492537314,536,2712,12,0,2,1,4,0,2,2,3,2,207,202406,1,1,202407,0,2,0,0,2,18.833333333333332,0.0,1.2294776119402986
ins202406060001,0000000037,11,1,0.027777777777777776,0.0,0,64,0.6162691652470187,0.0,3.4190800681431006,2348,8028,36,0,3,0,4,0,2,2,3,2,1224,202406,1,1,202407,0,2,0,0,2,6.194444444444445,0.0,0.7112436115843271
ins202405280001,0000000028,14,2,0.16666666666666666,0.0,0,53,0.7009803921568627,0.0,3.0294117647058822,408,1236,12,-2,2,1,4,0,4,2,3,1,183,202405,1,1,202407,-2,3,0,0,3,8.583333333333334,0.0,1.2058823529411764
ins202406040001,0000000035,14,1,0.08333333333333333,0.0,0,53,0.4522238163558106,0.0,0.30760401721664277,10455,3216,12,0,4,1,2,0,4,1,2,2,4460,202406,1,1,202407,0,2,0,0,2,22.333333333333332,0.0,0.4778574844571975
ins202406020001,0000000033,10,1,0.08333333333333333,0.0,0,53,0.3053367028393043,0.0,0.21227887617065558,6727,1428,12,0,3,1,2,0,4,2,3,1,1935,202406,1,1,202407,0,2,0,0,2,9.916666666666666,0.0,0.32302660918685894
ins202406280001,0000000059,11,1,0.08333333333333333,0.0,0,52,0.6703383162863886,0.0,0.7553107789142408,5084,3840,12,0,4,1,2,2,4,1,3,2,3088,202406,1,1,202407,0,2,0,0,2,26.666666666666668,0.0,0.7332808811959087
ins202406090001,0000000040,15,1,0.041666666666666664,0.0,0,67,0.3829493087557604,0.0,2.4442396313364054,2170,5304,24,0,2,1,4,0,4,4,3,1,610,202406,1,1,202407,0,2,0,0,2,9.208333333333334,0.0,0.4847926267281106
ins202405140001,0000000014,14,2,0.16666666666666666,0.0,0,65,0.4928253339930727,0.0,1.87629886194953,2021,3792,12,-2,2,1,4,0,4,3,3,1,680,202405,1,1,202407,-2,3,0,0,3,26.333333333333332,0.0,0.805541810984661
ins202405310001,0000000031,8,2,0.08333333333333333,0.0,0,64,0.5398361876396128,0.0,1.8049143708116158,1343,2424,24,-2,1,1,4,0,4,2,3,1,624,202405,1,1,202407,-2,3,0,0,3,4.208333333333333,0.0,0.6902457185405808
ins202405230001,0000000023,11,2,0.16666666666666666,0.0,0,51,0.3873377900117971,0.0,1.6374360990955563,2543,4164,12,-2,2,1,3,1,4,4,2,2,638,202405,1,1,202407,-2,3,0,0,3,28.916666666666668,0.0,0.6602438065277232
ins202405120001,0000000012,12,2,0.16666666666666666,0.0,0,51,0.26681841173495197,0.0,0.7890743550834598,3954,3120,12,-2,2,0,3,1,4,2,2,1,795,202405,1,1,202407,-2,3,0,0,3,21.666666666666668,0.0,0.3983308042488619
ins202406100001,0000000041,15,1,0.08333333333333333,0.0,0,59,0.4640162507254788,0.0,0.5084155542658154,3446,1752,12,0,2,0,2,0,4,2,3,2,1453,202406,1,1,202407,0,2,0,0,2,12.166666666666666,0.0,0.5063842135809634
ins202405240001,0000000024,5,2,0.16666666666666666,0.0,0,68,0.7836676217765043,0.0,2.819484240687679,698,1968,12,-2,3,0,4,0,2,1,3,2,383,202405,1,1,202407,-2,3,0,0,3,13.666666666666666,0.0,1.2535816618911175
ins202406250001,0000000056,8,1,0.041666666666666664,0.0,0,50,0.5327599291677207,0.0,0.9926637996458386,7906,7848,24,0,1,1,2,1,4,2,3,2,3885,202406,1,1,202407,0,2,0,0,2,13.625,0.0,0.5741209208196306
ins202405080001,0000000008,12,2,0.16666666666666666,0.0,0,72,0.7855973813420621,0.0,5.1653027823240585,611,3156,12,-2,3,0,4,0,3,2,3,1,217,202405,1,1,202407,-2,3,0,0,3,21.916666666666668,0.0,1.646481178396072
ins202406230001,0000000054,9,1,0.041666666666666664,0.0,0,54,0.5156547781105364,0.0,0.8821127144023959,7346,6480,24,0,2,1,2,1,4,2,3,2,3518,202406,1,1,202407,0,2,0,0,2,11.25,0.0,0.5524094745439695
ins202406220001,0000000053,11,1,0.041666666666666664,0.0,0,63,0.5365591397849462,0.0,3.6,1860,6696,24,0,4,0,3,0,2,3,3,2,719,202406,1,1,202407,0,2,0,0,2,11.625,0.0,0.6865591397849462
ins202405130001,0000000013,13,2,0.16666666666666666,0.0,0,58,0.7393648891551827,0.0,1.9484721390053925,1669,3252,12,-2,2,0,4,0,4,3,3,2,963,202405,1,1,202407,-2,3,0,0,3,22.583333333333332,0.0,1.0641102456560816
ins202406080001,0000000039,11,1,0.041666666666666664,0.0,0,46,0.3926217185150919,0.0,0.39690065918815776,8647,3432,24,0,2,1,2,0,2,1,3,2,3252,202406,1,1,202407,0,2,0,0,2,5.958333333333333,0.0,0.4091592459812652
ins202406010001,0000000032,13,1,0.027777777777777776,0.0,0,57,0.5615189873417722,0.0,6.1427848101265825,1975,12132,36,0,3,1,3,0,4,4,3,2,772,202406,1,1,202407,0,2,0,0,2,9.36111111111111,0.0,0.7321518987341772
ins202406270001,0000000058,15,0,0.0,0.027777777777777776,1,68,0.5418666666666667,0.07893333333333333,2.8416,1875,5328,36,0,4,1,4,0,2,1,3,2,868,202406,1,2,202407,0,2,0,0,2,4.111111111111111,0.013888888888888888,0.6208
ins202406210001,0000000052,15,0,0.0,0.08333333333333333,1,51,0.5934515688949522,0.09004092769440655,1.0804911323328785,1466,1584,12,0,4,0,1,0,2,2,3,2,738,202406,1,2,202407,0,2,0,0,2,11.0,0.041666666666666664,0.6834924965893588
ins202405090001,0000000009,15,1,0.08333333333333333,0.08333333333333333,1,58,0.6707589285714286,0.20089285714285715,2.4107142857142856,896,2160,12,-2,2,0,4,0,2,1,3,2,421,202405,1,2,202407,-2,3,0,0,3,15.0,0.027777777777777776,1.0725446428571428
ins202405270001,0000000027,15,1,0.027777777777777776,0.027777777777777776,1,70,0.6589861751152074,0.24094799210006584,8.67412771560237,1519,13176,36,-2,4,0,4,0,3,2,3,2,635,202405,1,2,202407,-2,3,0,0,3,10.166666666666666,0.009259259259259259,1.140882159315339
ins202406130001,0000000044,15,0,0.0,0.041666666666666664,1,54,0.4310568683458842,0.02960270059724747,0.7104648143339393,3851,2736,24,0,4,0,2,0,4,3,3,2,1546,202406,1,2,202407,0,2,0,0,2,4.75,0.020833333333333332,0.46065956894313165
ins202406140001,0000000045,15,0,0.0,0.08333333333333333,1,66,0.7065693430656934,0.25985401459854013,3.1182481751824818,1370,4272,12,0,1,1,1,0,4,1,3,2,612,202406,1,2,202407,0,2,0,0,2,29.666666666666668,0.041666666666666664,0.9664233576642336
ins202405220001,0000000022,15,1,0.08333333333333333,0.08333333333333333,1,64,0.5440251572327044,0.21147798742138366,2.5377358490566038,1272,3228,12,-2,2,0,4,0,3,3,2,2,423,202405,1,2,202407,-2,3,0,0,3,22.416666666666668,0.027777777777777776,0.9669811320754716
ins202406180001,0000000049,15,0,0.0,0.041666666666666664,1,65,0.6488888888888888,0.22476190476190477,5.394285714285714,1575,8496,24,0,2,1,4,0,2,3,3,2,668,202406,1,2,202407,0,2,0,0,2,14.75,0.020833333333333332,0.8736507936507937
ins202405290001,0000000029,15,1,0.08333333333333333,0.08333333333333333,1,52,0.4038128249566724,0.10680242634315425,1.281629116117851,4616,5916,12,-2,1,1,2,1,4,2,2,2,1371,202405,1,2,202407,-2,3,0,0,3,41.083333333333336,0.027777777777777776,0.6174176776429809
ins202405150001,0000000015,15,1,0.027777777777777776,0.027777777777777776,1,69,1.3341013824884793,0.8732718894009217,31.43778801843318,434,13644,36,-2,3,0,4,0,3,3,3,2,200,202405,1,2,202407,-2,3,0,0,3,10.527777777777779,0.009259259259259259,3.0806451612903225
ins202405180001,0000000018,15,1,0.08333333333333333,0.08333333333333333,1,57,0.9849086576648134,0.4670373312152502,5.604447974583002,1259,7056,12,-2,1,0,4,1,4,2,3,2,652,202405,1,2,202407,-2,3,0,0,3,49.0,0.027777777777777776,1.9189833200953137
ins202405160001,0000000016,14,2,0.05555555555555555,0.0,0,54,0.6150089951169365,0.0,4.7185813415574405,3891,18360,36,-2,1,1,3,0,4,2,3,2,1883,202405,1,7,202407,-2,3,0,0,3,14.166666666666666,0.009259259259259259,0.8771524029812388
ins202405300001,0000000030,13,1,0.027777777777777776,0.027777777777777776,1,58,0.6098484848484849,0.23376623376623376,8.415584415584416,1848,15552,36,-2,2,1,1,0,2,2,3,2,695,202405,1,2,202407,-2,3,0,0,3,12.0,0.018518518518518517,1.0773809523809523
ins202405040001,0000000004,14,1,0.08333333333333333,0.08333333333333333,1,52,1.3834586466165413,0.825563909774436,9.906766917293233,665,6588,12,-2,3,1,4,0,4,1,3,2,371,202405,1,2,202407,-2,3,0,0,3,45.75,0.05555555555555555,3.0345864661654134
ins202405050001,0000000005,13,1,0.08333333333333333,0.08333333333333333,1,60,0.6710593005575266,0.11809427268119614,1.4171312721743539,1973,2796,12,-2,1,1,4,0,2,2,3,2,1091,202405,1,2,202407,-2,3,0,0,3,19.416666666666668,0.05555555555555555,0.9072478459199189
ins202405020001,0000000002,11,1,0.08333333333333333,0.08333333333333333,1,52,0.6195462478184991,0.20186154741128562,2.4223385689354275,1719,4164,12,-2,4,1,1,0,2,4,3,2,718,202405,1,2,202407,-2,3,0,0,3,28.916666666666668,0.05555555555555555,1.0232693426410704
ins202405260001,0000000026,15,0,0.0,0.08333333333333333,2,61,1.897196261682243,2.8473520249221185,34.16822429906542,321,10968,24,-2,2,0,4,0,4,3,3,2,152,202405,1,2,202407,-2,3,0,0,3,19.041666666666668,0.027777777777777776,4.744548286604362
ins202405030001,0000000003,15,0,0.0,0.05555555555555555,2,49,0.5137344669718771,0.18770438194898625,3.3786788750817527,3058,10332,36,-2,1,1,3,0,1,3,3,2,1284,202405,1,2,202407,-2,3,0,0,3,7.972222222222222,0.018518518518518517,0.7014388489208633
ins202407010001,0000000062,15,0,0.0,0.0,0,59,0.6723585912486659,0.0,5.993596584845251,937,5616,24,1,4,1,4,0,4,4,3,2,396,202407,1,1,202407,1,1,0,0,1,9.75,0.0,0.6723585912486659
ins202407020001,0000000063,15,0,0.0,0.0,0,57,0.6155133928571429,0.0,4.258928571428571,1792,7632,24,1,2,1,3,0,4,4,3,2,785,202407,1,1,202407,1,1,0,0,1,13.25,0.0,0.6155133928571429
ins202407030001,0000000064,15,0,0.0,0.0,0,64,0.8443298969072165,0.0,5.2329896907216495,970,5076,12,1,4,0,4,0,4,2,3,2,396,202407,1,1,202407,1,1,0,0,1,35.25,0.0,0.8443298969072165
ins202407040001,0000000065,15,0,0.0,0.0,0,53,1.0564635958395245,0.0,7.007429420505201,673,4716,12,1,3,1,4,0,4,2,3,1,318,202407,1,1,202407,1,1,0,0,1,32.75,0.0,1.0564635958395245
ins202407050001,0000000066,15,0,0.0,0.0,0,64,0.8015873015873016,0.0,5.079365079365079,378,1920,12,1,3,0,4,0,4,2,3,2,143,202407,1,1,202407,1,1,0,0,1,13.333333333333334,0.0,0.8015873015873016
ins202407060001,0000000067,15,0,0.0,0.0,0,61,0.8062770562770563,0.0,1.0064935064935066,1848,1860,12,1,2,1,4,0,3,3,3,2,1335,202407,1,1,202407,1,1,0,0,1,12.916666666666666,0.0,0.8062770562770563
ins202407070001,0000000068,15,0,0.0,0.0,0,48,0.6498344370860927,0.0,3.347682119205298,2416,8088,24,1,3,1,3,2,4,2,3,2,1233,202407,1,1,202407,1,1,0,0,1,14.041666666666666,0.0,0.6498344370860927
ins202407080001,0000000069,15,0,0.0,0.0,0,50,0.6018651362984218,0.0,1.187948350071736,2788,3312,12,1,2,0,3,0,2,3,3,2,1402,202407,1,1,202407,1,1,0,0,1,23.0,0.0,0.6018651362984218
ins202407090001,0000000070,15,0,0.0,0.0,0,69,1.0168918918918919,0.0,18.60810810810811,592,11016,36,1,3,1,4,0,2,3,3,2,296,202407,1,1,202407,1,1,0,0,1,8.5,0.0,1.0168918918918919
ins202407100001,0000000071,15,0,0.0,0.0,0,64,0.496026180458158,0.0,0.8863955119214586,2139,1896,12,1,2,1,4,0,3,4,3,2,903,202407,1,1,202407,1,1,0,0,1,13.166666666666666,0.0,0.496026180458158
