aid,cid,act_days,act_paid_installments,act_utl,act_dueutl,act_due,act_age,act_cc,act_dueinc,act_loaninc,app_income,app_loan_amount,app_n_installments,act_seniority,app_nom_branch,app_nom_gender,app_nom_job_code,app_number_of_children,app_nom_marital_status,app_nom_city,app_nom_home_status,app_nom_cars,app_spendings,fin_period,status,coll_status,period,act_cus_seniority,act_cus_n_loans_hist,act_cus_n_statC,act_cus_n_statB,act_cus_n_loans_act,act_cus_utl,act_cus_dueutl,act_cus_cc
ins202408010001,0000000093,15,3,0.08333333333333333,0.0,0,60,0.5138888888888888,0.0,2.018181818181818,3960,7992,36,-3,2,1,3,1,4,2,3,2,1813,202408,1,1,202411,-3,4,0,0,4,6.166666666666667,0.0,0.682070707070707
ins202408030001,0000000095,12,3,0.25,0.0,0,51,0.5788497217068646,0.0,1.5473098330241188,1078,1668,12,-3,2,0,4,1,4,2,3,2,485,202408,1,1,202411,-3,4,0,0,4,11.583333333333334,0.0,0.9656771799628943
ins202410070001,0000000160,11,1,0.08333333333333333,0.0,0,56,0.5835497835497836,0.0,0.9662337662337662,2310,2232,12,-1,1,1,4,0,4,2,3,2,1162,202410,1,1,202411,-1,2,0,0,2,15.5,0.0,0.664069264069264
ins202410060001,0000000159,13,1,0.08333333333333333,0.0,0,55,0.4575645756457565,0.0,0.7148128624143384,1897,1356,12,-1,3,1,4,0,4,3,3,2,755,202410,1,1,202411,-1,2,0,0,2,9.416666666666666,0.0,0.5171323141802847
ins202407110001,0000000072,11,4,0.3333333333333333,0.0,0,61,0.7157643312101911,0.0,0.6210191082802548,3768,2340,12,-4,3,0,2,0,4,2,3,2,2502,202407,1,1,202411,-4,5,0,0,5,16.25,0.0,0.9227707006369427
ins202409270001,0000000150,11,2,0.16666666666666666,0.0,0,61,0.4865930599369085,0.0,0.9463722397476341,1268,1200,12,-2,4,1,4,2,4,3,3,2,517,202409,1,1,202411,-2,3,0,0,3,8.333333333333334,0.0,0.6443217665615142
ins202410130001,0000000166,11,1,0.041666666666666664,0.0,0,70,0.6776859504132231,0.0,5.137190082644628,1210,6216,24,-1,4,1,4,0,4,2,3,2,561,202410,1,1,202411,-1,2,0,0,2,10.791666666666666,0.0,0.8917355371900827
ins202406290001,0000000060,14,5,0.20833333333333334,0.0,0,62,0.7855203619909502,0.0,8.166515837104072,1105,9024,24,-5,2,1,4,0,4,3,3,2,492,202406,1,1,202411,-5,6,0,0,6,15.666666666666666,0.0,2.4868778280542987
ins202406030001,0000000034,15,5,0.4166666666666667,0.0,0,64,0.7562189054726368,0.0,2.8895522388059702,1005,2904,12,-5,3,0,4,0,3,2,3,2,518,202406,1,1,202411,-5,6,0,0,6,20.166666666666668,0.0,1.9601990049751243
ins202407010001,0000000062,15,4,0.16666666666666666,0.0,0,60,0.6723585912486659,0.0,5.993596584845251,937,5616,24,-4,4,1,4,0,4,4,3,2,396,202407,1,1,202411,-4,5,0,0,5,9.75,0.0,1.671291355389541
ins202408240001,0000000116,14,3,0.25,0.0,0,54,0.42431761786600497,0.0,1.7866004962779156,806,1440,12,-3,2,1,4,1,4,4,3,1,222,202408,1,1,202411,-3,4,0,0,4,10.0,0.0,0.8709677419354839
ins202405310001,0000000031,13,6,0.25,0.0,0,64,0.5398361876396128,0.0,1.8049143708116158,1343,2424,24,-6,1,1,4,0,4,2,3,1,624,202405,1,1,202411,-6,7,0,0,7,4.208333333333333,0.0,0.9910647803425168
ins202409010001,0000000124,8,2,0.16666666666666666,0.0,0,69,0.6574239713774598,0.0,1.0304114490161003,1118,1152,12,-2,2,1,4,0,3,2,3,2,639,202409,1,1,202411,-2,3,0,0,3,8.0,0.0,0.8291592128801432
ins202405110001,0000000011,11,6,0.5,0.0,0,61,0.7028862478777589,0.0,4.726655348047538,589,2784,12,-6,4,0,4,1,2,3,3,1,182,202405,1,1,202411,-6,7,0,0,7,19.333333333333332,0.0,3.066213921901528
ins202410210001,0000000174,15,1,0.041666666666666664,0.0,0,49,0.6015293118096856,0.0,4.64910790144435,2354,10944,24,-1,2,1,1,2,4,2,3,1,960,202410,1,1,202411,-1,2,0,0,2,19.0,0.0,0.7952421410365336
