,aid,cid,act_days,act_paid_installments,act_utl,act_dueutl,act_due,act_age,act_cc,act_dueinc,act_loaninc,app_income,app_loan_amount,app_n_installments,act_seniority,app_nom_branch,app_nom_gender,app_nom_job_code,app_number_of_children,app_nom_marital_status,app_nom_city,app_nom_home_status,app_nom_cars,app_spendings,fin_period,status,coll_status,period,act_cus_seniority,act_cus_n_loans_hist,act_cus_n_statC,act_cus_n_statB,act_cus_n_loans_act,act_cus_utl,act_cus_dueutl,act_cus_cc,agr12_Mean_Due,agr12_Max_Due,agr12_Min_Due,agr12_Mean_Days,agr12_Max_Days,agr12_Min_Days,agr12_Mean_CMax_Days,agr12_Max_CMax_Days,agr12_Min_CMax_Days,agr12_Mean_CMax_Due,agr12_Max_CMax_Due,agr12_Min_CMax_Due,ags12_Mean_Due,ags12_Max_Due,ags12_Min_Due,ags12_Mean_Days,ags12_Max_Days,ags12_Min_Days,ags12_Mean_CMax_Days,ags12_Max_CMax_Days,ags12_Min_CMax_Days,ags12_Mean_CMax_Due,ags12_Max_CMax_Due,ags12_Min_CMax_Due,agr9_Mean_Due,agr9_Max_Due,agr9_Min_Due,agr9_Mean_Days,agr9_Max_Days,agr9_Min_Days,agr9_Mean_CMax_Days,agr9_Max_CMax_Days,agr9_Min_CMax_Days,agr9_Mean_CMax_Due,agr9_Max_CMax_Due,agr9_Min_CMax_Due,ags9_Mean_Due,ags9_Max_Due,ags9_Min_Due,ags9_Mean_Days,ags9_Max_Days,ags9_Min_Days,ags9_Mean_CMax_Days,ags9_Max_CMax_Days,ags9_Min_CMax_Days,ags9_Mean_CMax_Due,ags9_Max_CMax_Due,ags9_Min_CMax_Due,agr6_Mean_Due,agr6_Max_Due,agr6_Min_Due,agr6_Mean_Days,agr6_Max_Days,agr6_Min_Days,agr6_Mean_CMax_Days,agr6_Max_CMax_Days,agr6_Min_CMax_Days,agr6_Mean_CMax_Due,agr6_Max_CMax_Due,agr6_Min_CMax_Due,ags6_Mean_Due,ags6_Max_Due,ags6_Min_Due,ags6_Mean_Days,ags6_Max_Days,ags6_Min_Days,ags6_Mean_CMax_Days,ags6_Max_CMax_Days,ags6_Min_CMax_Days,ags6_Mean_CMax_Due,ags6_Max_CMax_Due,ags6_Min_CMax_Due,agr3_Mean_Due,agr3_Max_Due,agr3_Min_Due,agr3_Mean_Days,agr3_Max_Days,agr3_Min_Days,agr3_Mean_CMax_Days,agr3_Max_CMax_Days,agr3_Min_CMax_Days,agr3_Mean_CMax_Due,agr3_Max_CMax_Due,agr3_Min_CMax_Due,ags3_Mean_Due,ags3_Max_Due,ags3_Min_Due,ags3_Mean_Days,ags3_Max_Days,ags3_Min_Days,ags3_Mean_CMax_Days,ags3_Max_CMax_Days,ags3_Min_CMax_Days,ags3_Mean_CMax_Due,ags3_Max_CMax_Due,ags3_Min_CMax_Due,scorem,score
0,ins202405110001,0000000011,14,1,0.0833333333333333,0.0,0,61,0.7028862478777589,0.0,4.726655348047538,589,2784,12,-1,4,0,4,1,2,3,3,1,182,202405,1,1,202406,-1,2,0,0,2,19.33333333333333,0.0,1.096774193548387,0.0,0,0,29.5,30,29,29.5,30,29,0.0,0,0,,,,,,,,,,,,,0.0,0,0,29.5,30,29,29.5,30,29,0.0,0,0,,,,,,,,,,,,,0.0,0,0,29.5,30,29,29.5,30,29,0.0,0,0,,,,,,,,,,,,,0.0,0,0,29.5,30,29,29.5,30,29,0.0,0,0,,,,,,,,,,,,,0.20996132644578075,0.4915264064159169
1,ins202405140001,0000000014,13,1,0.0833333333333333,0.0,0,65,0.4928253339930727,0.0,1.87629886194953,2021,3792,12,-1,2,1,4,0,4,3,3,1,680,202405,1,1,202406,-1,2,0,0,2,26.33333333333333,0.0,0.6491835724888669,0.0,0,0,29.0,30,28,29.0,30,28,0.0,0,0,,,,,,,,,,,,,0.0,0,0,29.0,30,28,29.0,30,28,0.0,0,0,,,,,,,,,,,,,0.0,0,0,29.0,30,28,29.0,30,28,0.0,0,0,,,,,,,,,,,,,0.0,0,0,29.0,30,28,29.0,30,28,0.0,0,0,,,,,,,,,,,,,0.11107667794760756,0.2595161919495712
2,ins202405200001,0000000020,14,1,0.0833333333333333,0.0,0,51,0.3379452458051221,0.0,0.4450986164262585,3397,1512,12,-1,1,0,3,2,4,3,3,1,1022,202405,1,1,202406,-1,2,0,0,2,10.5,0.0,0.375036797173977,0.0,0,0,29.5,30,29,29.5,30,29,0.0,0,0,,,,,,,,,,,,,0.0,0,0,29.5,30,29,29.5,30,29,0.0,0,0,,,,,,,,,,,,,0.0,0,0,29.5,30,29,29.5,30,29,0.0,0,0,,,,,,,,,,,,,0.0,0,0,29.5,30,29,29.5,30,29,0.0,0,0,,,,,,,,,,,,,-0.44214339719758156,0.6178105175467072
3,ins202405310001,0000000031,15,1,0.0416666666666666,0.0,0,63,0.5398361876396128,0.0,1.804914370811616,1343,2424,24,-1,1,1,4,0,4,2,3,1,624,202405,1,1,202406,-1,2,0,0,2,4.208333333333333,0.0,0.6150409530900968,0.0,0,0,30.0,30,30,30.0,30,30,0.0,0,0,,,,,,,,,,,,,0.0,0,0,30.0,30,30,30.0,30,30,0.0,0,0,,,,,,,,,,,,,0.0,0,0,30.0,30,30,30.0,30,30,0.0,0,0,,,,,,,,,,,,,0.0,0,0,30.0,30,30,30.0,30,30,0.0,0,0,,,,,,,,,,,,,-0.8309314094940854,0.220533162138711
4,ins202405290001,0000000029,14,1,0.0833333333333333,0.0,0,51,0.4038128249566724,0.0,1.281629116117851,4616,5916,12,-1,1,1,2,1,4,2,2,2,1371,202405,1,1,202406,-1,2,0,0,2,41.083333333333336,0.0,0.5106152512998267,0.0,0,0,29.5,30,29,29.5,30,29,0.0,0,0,,,,,,,,,,,,,0.0,0,0,29.5,30,29,29.5,30,29,0.0,0,0,,,,,,,,,,,,,0.0,0,0,29.5,30,29,29.5,30,29,0.0,0,0,,,,,,,,,,,,,0.0,0,0,29.5,30,29,29.5,30,29,0.0,0,0,,,,,,,,,,,,,-0.7804009564949133,-0.8264184342773075
5,ins202405210001,0000000021,14,1,0.0833333333333333,0.0,0,65,0.6452205882352942,0.0,1.4283088235294117,2176,3108,12,-1,3,1,4,0,3,4,3,2,1145,202405,1,1,202406,-1,2,0,0,2,21.58333333333333,0.0,0.7642463235294118,0.0,0,0,29.5,30,29,29.5,30,29,0.0,0,0,,,,,,,,,,,,,0.0,0,0,29.5,30,29,29.5,30,29,0.0,0,0,,,,,,,,,,,,,0.0,0,0,29.5,30,29,29.5,30,29,0.0,0,0,,,,,,,,,,,,,0.0,0,0,29.5,30,29,29.5,30,29,0.0,0,0,,,,,,,,,,,,,1.4322542402126632,0.5170183518950929
6,ins202405090001,0000000009,14,1,0.0833333333333333,0.0,0,58,0.6707589285714286,0.0,2.4107142857142856,896,2160,12,-1,2,0,4,0,2,1,3,2,421,202405,1,1,202406,-1,2,0,0,2,15.0,0.0,0.8716517857142857,0.0,0,0,29.5,30,29,29.5,30,29,0.0,0,0,,,,,,,,,,,,,0.0,0,0,29.5,30,29,29.5,30,29,0.0,0,0,,,,,,,,,,,,,0.0,0,0,29.5,30,29,29.5,30,29,0.0,0,0,,,,,,,,,,,,,0.0,0,0,29.5,30,29,29.5,30,29,0.0,0,0,,,,,,,,,,,,,-0.8301334024202243,-0.15743631569627098
7,ins202405230001,0000000023,10,1,0.0833333333333333,0.0,0,50,0.3873377900117971,0.0,1.6374360990955563,2543,4164,12,-1,2,1,3,1,4,4,2,2,638,202405,1,1,202406,-1,2,0,0,2,28.916666666666668,0.0,0.5237907982697602,0.0,0,0,27.5,30,25,27.5,30,25,0.0,0,0,,,,,,,,,,,,,0.0,0,0,27.5,30,25,27.5,30,25,0.0,0,0,,,,,,,,,,,,,0.0,0,0,27.5,30,25,27.5,30,25,0.0,0,0,,,,,,,,,,,,,0.0,0,0,27.5,30,25,27.5,30,25,0.0,0,0,,,,,,,,,,,,,0.778159238307316,0.20804883978146166
8,ins202405240001,0000000024,10,1,0.0833333333333333,0.0,0,67,0.7836676217765043,0.0,2.819484240687679,698,1968,12,-1,3,0,4,0,2,1,3,2,383,202405,1,1,202406,-1,2,0,0,2,13.666666666666666,0.0,1.018624641833811,0.0,0,0,27.5,30,25,27.5,30,25,0.0,0,0,,,,,,,,,,,,,0.0,0,0,27.5,30,25,27.5,30,25,0.0,0,0,,,,,,,,,,,,,0.0,0,0,27.5,30,25,27.5,30,25,0.0,0,0,,,,,,,,,,,,,0.0,0,0,27.5,30,25,27.5,30,25,0.0,0,0,,,,,,,,,,,,,-0.3110118911102888,0.14965525113691788
9,ins202405070001,0000000007,4,1,0.0416666666666666,0.0,0,64,0.572064552031163,0.0,4.393989983305509,1797,7896,24,-1,3,0,4,0,2,2,3,2,699,202405,1,1,202406,-1,2,0,0,2,13.708333333333334,0.0,0.755147468002226,0.0,0,0,24.5,30,19,24.5,30,19,0.0,0,0,,,,,,,,,,,,,0.0,0,0,24.5,30,19,24.5,30,19,0.0,0,0,,,,,,,,,,,,,0.0,0,0,24.5,30,19,24.5,30,19,0.0,0,0,,,,,,,,,,,,,0.0,0,0,24.5,30,19,24.5,30,19,0.0,0,0,,,,,,,,,,,,,0.22127942089212493,0.6720508244566379
