aid,cid,act_days,act_paid_installments,act_utl,act_dueutl,act_due,act_age,act_cc,act_dueinc,act_loaninc,app_income,app_loan_amount,app_n_installments,act_seniority,app_nom_branch,app_nom_gender,app_nom_job_code,app_number_of_children,app_nom_marital_status,app_nom_city,app_nom_home_status,app_nom_cars,app_spendings,fin_period,status,coll_status,period,act_cus_seniority,act_cus_n_loans_hist,act_cus_n_statC,act_cus_n_statB,act_cus_n_loans_act,act_cus_utl,act_cus_dueutl,act_cus_cc
ins202411010002,0000000370,14,6,0.5,0.0,0,48,0.6157697121401752,0.0,2.2227784730913642,1598,3552,12,-6,3,0,3,2,4,1,3,2,688,202411,1,1,202505,-6,7,0,0,7,24.666666666666668,0.0,1.7271589486858574
ins202502270001,0000000605,15,3,0.25,0.0,0,65,0.8177339901477833,0.0,4.985221674876847,609,3036,12,-2,1,0,4,1,3,3,3,2,245,202502,1,1,202505,-2,4,0,0,4,21.083333333333332,0.0,2.064039408866995
ins202501270001,0000000543,15,4,0.1111111111111111,0.0,0,62,0.725,0.0,5.7681818181818185,880,5076,36,-3,3,0,4,2,2,4,3,2,497,202501,1,1,202505,-3,5,0,0,5,3.9166666666666665,0.0,1.365909090909091
ins202412150002,0000000458,10,5,0.20833333333333334,0.0,0,61,0.6691919191919192,0.0,6.0,396,2376,24,-5,2,0,4,1,4,3,3,2,166,202412,1,1,202505,-5,6,0,0,6,4.125,0.0,1.9191919191919191
ins202406020001,0000000065,10,11,0.9166666666666666,0.0,0,63,0.47074327886136,0.0,1.062730627306273,1897,2016,12,-11,3,1,4,0,4,4,3,2,725,202406,1,1,202505,-11,12,0,0,12,14.0,0.0,1.444913020558777
ins202503290002,0000000666,13,2,0.16666666666666666,0.0,0,67,0.7156286721504113,0.0,4.0752056404230315,851,3468,12,-2,3,1,4,0,3,3,3,2,320,202503,1,1,202505,-2,3,0,0,3,24.083333333333332,0.0,1.3948296122209165
ins202503100001,0000000627,15,2,0.05555555555555555,0.0,0,71,0.7671732522796353,0.0,6.127659574468085,1645,10080,36,-2,4,0,4,1,3,4,3,2,982,202503,1,1,202505,-2,3,0,0,3,7.777777777777778,0.0,1.107598784194529
ins202503300001,0000000667,14,2,0.16666666666666666,0.0,0,56,0.5675387079551522,0.0,1.588894821142552,1873,2976,12,-2,3,0,3,1,4,2,3,2,815,202503,1,1,202505,-2,3,0,0,3,20.666666666666668,0.0,0.8323545114789108
ins202504020001,0000000673,15,1,0.027777777777777776,0.0,0,56,0.7709677419354839,0.0,9.638709677419355,1240,11952,36,0,2,1,4,0,4,3,3,2,624,202504,1,1,202505,0,2,0,0,2,9.222222222222221,0.0,1.038709677419355
ins202409150001,0000000275,15,8,0.6666666666666666,0.0,0,63,0.6309616888193902,0.0,1.6137607505863956,2558,4128,12,-8,3,0,3,1,4,2,3,2,1270,202409,1,1,202505,-8,9,0,0,9,28.666666666666668,0.0,1.7068021892103205
ins202504070002,0000000684,14,1,0.08333333333333333,0.0,0,47,0.4075224292615597,0.0,0.422360248447205,2898,1224,12,0,3,1,3,2,4,3,2,1,1079,202504,1,1,202505,0,2,0,0,2,8.5,0.0,0.4427191166321601
ins202502130001,0000000577,10,3,0.25,0.0,0,68,0.7398576512455516,0.0,1.8704626334519574,2810,5256,12,-2,3,1,3,0,4,1,3,2,1641,202502,1,1,202505,-2,4,0,0,4,36.5,0.0,1.2074733096085408
ins202503180001,0000000643,13,2,0.08333333333333333,0.0,0,62,0.5583931896781059,0.0,2.349561053471668,3759,8832,24,-2,4,0,2,1,4,1,3,2,1731,202503,1,1,202505,-2,3,0,0,3,15.333333333333334,0.0,0.7541899441340782
ins202503100002,0000000628,14,2,0.16666666666666666,0.0,0,63,0.4733573063092514,0.0,0.9061784897025171,3059,2772,12,-2,2,0,3,1,4,3,3,2,1217,202503,1,1,202505,-2,3,0,0,3,19.25,0.0,0.6243870545930043
ins202410070002,0000000320,12,7,0.2916666666666667,0.0,0,69,0.3614564831261101,0.0,2.4511545293072823,1126,2760,24,-7,4,0,4,0,3,1,3,1,292,202410,1,1,202505,-7,8,0,0,8,4.791666666666667,0.0,1.0763765541740675
ins202410280002,0000000362,15,7,0.5833333333333334,0.0,0,67,0.48717948717948717,0.0,2.7884615384615383,624,1740,12,-7,2,1,4,0,3,3,3,1,159,202410,1,1,202505,-7,8,0,0,8,12.083333333333334,0.0,2.113782051282051
ins202409230001,0000000291,12,8,0.6666666666666666,0.0,0,69,0.9246376811594202,0.0,5.113043478260869,1035,5292,12,-8,3,0,4,0,3,4,3,2,516,202409,1,1,202505,-8,9,0,0,9,36.75,0.0,4.333333333333333
ins202504130002,0000000696,15,1,0.08333333333333333,0.0,0,63,0.5691542288557214,0.0,3.37910447761194,1005,3396,12,0,4,1,4,0,4,3,2,2,289,202504,1,1,202505,0,2,0,0,2,23.583333333333332,0.0,0.8507462686567164
ins202407050002,0000000132,14,10,0.8333333333333334,0.0,0,48,0.45722443152850006,0.0,0.2679718568369532,9807,2628,12,-10,3,1,2,3,4,3,3,2,4265,202407,1,1,202505,-10,11,0,0,11,18.25,0.0,0.6805343122259611
ins202501220001,0000000533,15,4,0.3333333333333333,0.0,0,68,0.8481291269258987,0.0,1.6375641966250918,1363,2232,12,-3,4,0,4,0,2,2,3,2,970,202501,1,1,202505,-3,5,0,0,5,15.5,0.0,1.3939838591342626
ins202502050001,0000000561,15,3,0.125,0.0,0,55,0.6102745792736936,0.0,0.9505251170441604,7903,7512,24,-2,2,0,2,2,2,3,3,2,4510,202502,1,1,202505,-2,4,0,0,4,13.041666666666666,0.0,0.7290902189042135
ins202412170001,0000000461,12,5,0.20833333333333334,0.0,0,66,0.44151486097794823,0.0,2.7957813998082455,2086,5832,24,-5,3,0,4,0,4,3,3,1,678,202412,1,1,202505,-5,6,0,0,6,10.125,0.0,1.0239693192713326
ins202503050001,0000000617,15,2,0.16666666666666666,0.0,0,59,0.35455140798952195,0.0,0.23889980353634577,7635,1824,12,-2,4,0,2,2,4,3,2,2,2555,202503,1,1,202505,-2,3,0,0,3,12.666666666666666,0.0,0.3943680419122462
ins202502100001,0000000571,9,3,0.25,0.0,0,60,1.0078616352201257,0.0,8.39622641509434,636,5340,12,-2,3,1,4,1,4,1,2,2,196,202502,1,1,202505,-2,4,0,0,4,37.083333333333336,0.0,3.106918238993711
ins202410020001,0000000309,13,7,0.5833333333333334,0.0,0,65,0.4761111111111111,0.0,0.8133333333333334,1800,1464,12,-7,3,1,4,0,2,3,3,2,735,202410,1,1,202505,-7,8,0,0,8,10.166666666666666,0.0,0.9505555555555556
ins202412270002,0000000482,11,5,0.4166666666666667,0.0,0,71,0.3875,0.0,0.9576923076923077,2080,1992,12,-5,4,0,4,0,4,2,2,2,640,202412,1,1,202505,-5,6,0,0,6,13.833333333333334,0.0,0.7865384615384615
ins202501120002,0000000514,11,4,0.3333333333333333,0.0,0,60,0.5328986366330765,0.0,1.7356253704801423,1687,2928,12,-3,3,1,1,0,4,4,3,1,655,202501,1,1,202505,-3,5,0,0,5,20.333333333333332,0.0,1.111440426793124
ins202504120001,0000000693,11,1,0.041666666666666664,0.0,0,57,0.8061653432975245,0.0,1.6478281177020084,2141,3528,24,0,2,1,3,3,4,2,3,2,1579,202504,1,1,202505,0,2,0,0,2,6.125,0.0,0.8748248482017749
ins202411130002,0000000394,13,6,0.25,0.0,0,60,0.6909307875894988,0.0,4.5107398568019095,1676,7560,24,-6,1,1,4,0,4,2,3,2,843,202411,1,1,202505,-6,7,0,0,7,13.125,0.0,1.8186157517899761
ins202407210002,0000000164,13,10,0.8333333333333334,0.0,0,66,0.6866096866096866,0.0,3.3732193732193734,1053,3552,12,-10,3,1,4,0,4,2,3,2,427,202407,1,1,202505,-10,11,0,0,11,24.666666666666668,0.0,3.4976258309591644
ins202503260002,0000000660,14,2,0.08333333333333333,0.0,0,52,0.3984182776801406,0.0,0.5652021089630932,5690,3216,24,-2,4,0,2,2,4,2,3,2,2133,202503,1,1,202505,-2,3,0,0,3,5.583333333333333,0.0,0.44551845342706503
ins202407190001,0000000159,12,10,0.8333333333333334,0.0,0,56,0.5218945487042002,0.0,1.6943699731903485,1119,1896,12,-10,1,1,4,0,4,2,3,2,426,202407,1,1,202505,-10,11,0,0,11,13.166666666666666,0.0,1.933869526362824
ins202411120002,0000000392,9,6,0.5,0.0,0,57,0.5433467741935484,0.0,1.9596774193548387,992,1944,12,-6,1,0,4,1,4,1,3,2,377,202411,1,1,202505,-6,7,0,0,7,13.5,0.0,1.5231854838709677
ins202503310001,0000000669,10,2,0.16666666666666666,0.0,0,58,0.7329059829059829,0.0,2.551282051282051,936,2388,12,-2,1,1,4,0,4,3,3,2,487,202503,1,1,202505,-2,3,0,0,3,16.583333333333332,0.0,1.1581196581196582
ins202501050001,0000000499,11,4,0.3333333333333333,0.0,0,70,0.5370370370370371,0.0,1.1574074074074074,1296,1500,12,-3,3,0,4,0,4,4,3,2,571,202501,1,1,202505,-3,5,0,0,5,10.416666666666666,0.0,0.9228395061728395
ins202407230001,0000000167,12,10,0.4166666666666667,0.0,0,62,1.151093439363817,0.0,13.26441351888668,503,6672,24,-10,2,0,4,2,4,2,3,1,301,202407,1,1,202505,-10,11,0,0,11,11.583333333333334,0.0,6.6779324055666
ins202503190001,0000000645,13,2,0.16666666666666666,0.0,0,52,0.4289030760301799,0.0,2.1520603598374928,1723,3708,12,-2,1,1,3,2,4,2,3,1,430,202503,1,1,202505,-2,3,0,0,3,25.75,0.0,0.787579802669762
ins202409060002,0000000258,14,8,0.3333333333333333,0.0,0,54,0.568836405529954,0.0,2.8824884792626726,3472,10008,24,-8,4,1,3,2,4,4,3,2,1558,202409,1,1,202505,-8,9,0,0,9,17.375,0.0,1.5296658986175116
ins202501050002,0000000500,13,4,0.16666666666666666,0.0,0,61,0.47910662824207495,0.0,1.9020172910662825,1388,2640,24,-3,1,1,4,1,4,2,3,2,555,202501,1,1,202505,-3,5,0,0,5,4.583333333333333,0.0,0.7961095100864554
ins202412100002,0000000448,15,5,0.4166666666666667,0.0,0,49,0.5881590319792567,0.0,0.7830596369922213,2314,1812,12,-5,3,1,3,1,4,2,3,2,1210,202412,1,1,202505,-5,6,0,0,6,12.583333333333334,0.0,0.9144338807260155
ins202502180002,0000000588,13,3,0.125,0.0,0,59,0.6699029126213593,0.0,2.737864077669903,824,2256,24,-2,2,0,4,2,4,3,3,2,458,202502,1,1,202505,-2,4,0,0,4,3.9166666666666665,0.0,1.0121359223300972
ins202503210002,0000000650,12,2,0.16666666666666666,0.0,0,63,0.6446808510638298,0.0,1.4638297872340424,1410,2064,12,-2,1,1,4,0,2,2,3,2,737,202503,1,1,202505,-2,3,0,0,3,14.333333333333334,0.0,0.8886524822695036
ins202502030001,0000000557,15,3,0.08333333333333333,0.0,0,61,0.4716981132075472,0.0,1.8730703259005146,1749,3276,36,-2,2,0,4,0,4,4,3,2,734,202502,1,1,202505,-2,4,0,0,4,2.5277777777777777,0.0,0.62778730703259
ins202504160002,0000000702,15,1,0.08333333333333333,0.0,0,51,0.5602678571428571,0.0,1.6037946428571428,3584,5748,12,0,4,1,3,0,4,4,2,2,1529,202504,1,1,202505,0,2,0,0,2,39.916666666666664,0.0,0.6939174107142857
ins202412010001,0000000429,13,5,0.20833333333333334,0.0,0,63,0.8478260869565217,0.0,11.304347826086957,414,4680,24,-5,4,1,4,1,4,2,3,2,156,202412,1,1,202505,-5,6,0,0,6,8.125,0.0,3.2028985507246377
ins202411200002,0000000408,12,6,0.25,0.0,0,57,0.5692090395480226,0.0,5.661016949152542,1416,8016,24,-6,2,0,4,0,4,3,3,1,472,202411,1,7,202505,-6,7,0,0,7,13.916666666666666,0.011904761904761904,1.984463276836158
ins202408270001,0000000237,15,9,0.25,0.0,0,70,0.8176178660049628,0.0,5.449131513647643,806,4392,36,-9,3,0,4,0,2,3,3,2,537,202408,1,7,202505,-9,10,0,0,10,3.388888888888889,0.002777777777777778,2.1799007444168734
