aid,cid,act_days,act_paid_installments,act_utl,act_dueutl,act_due,act_age,act_cc,act_dueinc,act_loaninc,app_income,app_loan_amount,app_n_installments,act_seniority,app_nom_branch,app_nom_gender,app_nom_job_code,app_number_of_children,app_nom_marital_status,app_nom_city,app_nom_home_status,app_nom_cars,app_spendings,fin_period,status,coll_status,period,act_cus_seniority,act_cus_n_loans_hist,act_cus_n_statC,act_cus_n_statB,act_cus_n_loans_act,act_cus_utl,act_cus_dueutl,act_cus_cc
ins202507200001,0000000891,11,1,0.08333333333333333,0.0,0,62,1.2985915492957747,0.0,10.68169014084507,355,3792,12,-1,2,0,4,2,4,4,3,2,145,202507,1,1,202508,-1,2,0,0,2,26.333333333333332,0.0,2.1887323943661974
ins202502160001,0000000583,9,6,0.16666666666666666,0.0,0,57,0.6212121212121212,0.0,8.440191387559809,1254,10584,36,-6,2,0,4,1,4,4,3,2,485,202502,1,7,202508,-6,7,0,0,7,8.166666666666666,0.003968253968253968,2.0279106858054226
ins202507160001,0000000883,14,1,0.041666666666666664,0.0,0,64,0.6722783389450057,0.0,4.552188552188552,891,4056,24,-1,3,1,4,2,4,3,3,2,430,202507,1,1,202508,-1,2,0,0,2,7.041666666666667,0.0,0.8619528619528619
ins202501130002,0000000516,12,7,0.2916666666666667,0.0,0,56,0.4592529711375212,0.0,0.8505942275042445,4712,4008,24,-7,2,1,2,2,4,3,3,2,1997,202501,1,1,202508,-7,8,0,0,8,6.958333333333333,0.0,0.7073429541595926
ins202410240002,0000000354,14,10,0.2777777777777778,0.0,0,70,0.5853658536585366,0.0,7.52067868504772,943,7092,36,-10,3,1,4,2,4,4,3,2,355,202410,1,1,202508,-10,11,0,0,11,5.472222222222222,0.0,2.6744432661717923
ins202501050002,0000000500,14,7,0.2916666666666667,0.0,0,61,0.47910662824207495,0.0,1.9020172910662825,1388,2640,24,-7,1,1,4,1,4,2,3,2,555,202501,1,1,202508,-7,8,0,0,8,4.583333333333333,0.0,1.0338616714697406
ins202504010002,0000000672,14,4,0.3333333333333333,0.0,0,66,0.5733333333333334,0.0,1.016470588235294,1275,1296,12,-4,2,1,4,0,4,4,3,2,623,202504,1,1,202508,-4,5,0,0,5,9.0,0.0,0.912156862745098
ins202506270001,0000000845,15,2,0.16666666666666666,0.0,0,51,0.9772727272727273,0.0,7.090909090909091,396,2808,12,-2,4,1,4,2,4,2,3,2,153,202506,1,1,202508,-2,3,0,0,3,19.5,0.0,2.159090909090909
ins202506130002,0000000818,9,2,0.05555555555555555,0.0,0,47,0.5411922304085733,0.0,4.750167448091092,1493,7092,36,-2,4,1,1,3,4,3,3,2,611,202506,1,1,202508,-2,3,0,0,3,5.472222222222222,0.0,0.8050904219691896
ins202409150002,0000000276,12,11,0.9166666666666666,0.0,0,66,0.6432681242807825,0.0,1.7261219792865363,869,1500,12,-11,2,0,4,0,3,2,3,2,434,202409,1,1,202508,-11,12,0,0,12,10.416666666666666,0.0,2.2255466052934407
