aid,cid,act_days,act_paid_installments,act_utl,act_dueutl,act_due,act_age,act_cc,act_dueinc,act_loaninc,app_income,app_loan_amount,app_n_installments,act_seniority,app_nom_branch,app_nom_gender,app_nom_job_code,app_number_of_children,app_nom_marital_status,app_nom_city,app_nom_home_status,app_nom_cars,app_spendings,fin_period,status,coll_status,period,act_cus_seniority,act_cus_n_loans_hist,act_cus_n_statC,act_cus_n_statB,act_cus_n_loans_act,act_cus_utl,act_cus_dueutl,act_cus_cc
ins202406110002,0000000084,11,3,0.125,0.0,0,64,0.4682405845980888,0.0,0.7082630691399663,3558,2520,24,-3,1,0,3,2,4,4,3,2,1561,202406,1,1,202409,-3,4,0,0,4,4.375,0.0,0.5567734682405846
ins202407150001,0000000151,12,2,0.05555555555555555,0.0,0,67,0.5962807438512298,0.0,2.5266946610677863,1667,4212,36,-2,4,1,4,2,4,1,3,2,877,202407,1,1,202409,-2,3,0,0,3,3.25,0.0,0.7366526694661067
ins202407230001,0000000167,14,2,0.08333333333333333,0.0,0,62,0.9045138888888888,0.0,11.583333333333334,576,6672,24,-2,2,0,4,2,4,2,3,1,243,202407,1,1,202409,-2,3,0,0,3,11.583333333333334,0.0,1.8697916666666667
ins202405060001,0000000011,14,4,0.3333333333333333,0.0,0,61,0.7028862478777589,0.0,4.726655348047538,589,2784,12,-4,4,0,4,1,2,3,3,1,182,202405,1,1,202409,-4,5,0,0,5,19.333333333333332,0.0,2.2784380305602716
ins202408090002,0000000202,14,1,0.08333333333333333,0.0,0,65,0.8095238095238095,0.0,4.7936507936507935,1134,5436,12,-1,1,1,4,0,3,1,3,2,465,202408,1,1,202409,-1,2,0,0,2,37.75,0.0,1.208994708994709
ins202407230002,0000000168,12,2,0.16666666666666666,0.0,0,52,0.5737122557726465,0.0,2.7921847246891653,1126,3144,12,-2,3,0,4,1,2,3,3,1,384,202407,1,1,202409,-2,3,0,0,3,21.833333333333332,0.0,1.0390763765541742
ins202406030001,0000000067,15,3,0.125,0.0,0,69,0.6030199707744763,0.0,4.231855820750122,2053,8688,24,-3,1,0,4,2,3,2,3,1,876,202406,1,1,202409,-3,4,0,0,4,15.083333333333334,0.0,1.1320019483682415
ins202407130001,0000000147,14,2,0.05555555555555555,0.0,0,52,0.4775132275132275,0.0,1.0714285714285714,3024,3240,36,-2,2,0,2,2,4,3,3,2,1354,202407,1,1,202409,-2,3,0,0,3,2.5,0.0,0.5370370370370371
ins202406080001,0000000077,13,3,0.25,0.0,0,63,0.37354378053363396,0.0,0.6629086809470124,2661,1764,12,-3,2,1,3,3,4,4,2,2,847,202406,1,1,202409,-3,4,0,0,4,12.25,0.0,0.5392709507703871
ins202406100001,0000000081,12,3,0.25,0.0,0,66,0.555367709213863,0.0,0.9535080304311073,1183,1128,12,-3,2,1,4,0,2,2,3,2,563,202406,1,1,202409,-3,4,0,0,4,7.833333333333333,0.0,0.7937447168216399
ins202407110002,0000000144,4,2,0.05555555555555555,0.0,0,50,0.39760576476057646,0.0,0.37656903765690375,8604,3240,36,-2,3,1,2,2,4,3,3,2,3331,202407,1,1,202409,-2,3,0,0,3,2.5,0.0,0.41852626685262667
ins202408200001,0000000223,10,1,0.027777777777777776,0.0,0,68,0.5229473684210526,0.0,1.561263157894737,2375,3708,36,-1,1,0,4,0,2,1,3,2,1139,202408,1,1,202409,-1,2,0,0,2,2.861111111111111,0.0,0.5663157894736842
ins202408270002,0000000238,11,1,0.08333333333333333,0.0,0,54,0.5486942328618063,0.0,0.9466811751904244,3676,3480,12,-1,2,0,2,0,4,3,3,2,1727,202408,1,1,202409,-1,2,0,0,2,24.166666666666668,0.0,0.6275843307943417
ins202407120001,0000000145,9,2,0.16666666666666666,0.0,0,50,0.4244519059845941,0.0,0.2844163539403516,5063,1440,12,-2,1,1,2,1,4,3,3,2,2029,202407,1,1,202409,-2,3,0,0,3,10.0,0.0,0.47185463164131936
ins202407070002,0000000136,13,2,0.16666666666666666,0.0,0,68,0.769811320754717,0.0,1.7547169811320755,1060,1860,12,-2,3,0,4,0,1,1,3,2,661,202407,1,1,202409,-2,3,0,0,3,12.916666666666666,0.0,1.0622641509433963
ins202407250001,0000000171,8,2,0.08333333333333333,0.0,0,70,0.6776859504132231,0.0,5.137190082644628,1210,6216,24,-2,4,1,4,0,4,2,3,2,561,202407,1,1,202409,-2,3,0,0,3,10.791666666666666,0.0,1.105785123966942
ins202406060001,0000000073,12,3,0.125,0.0,0,63,0.9563106796116505,0.0,8.446601941747574,412,3480,24,-3,2,0,4,0,3,4,3,2,249,202406,1,1,202409,-3,4,0,0,4,6.041666666666667,0.0,2.012135922330097
ins202407180002,0000000158,14,2,0.16666666666666666,0.0,0,69,0.7091445427728613,0.0,0.7575221238938054,1695,1284,12,-2,3,0,3,0,3,4,3,2,1095,202407,1,1,202409,-2,3,0,0,3,8.916666666666666,0.0,0.8353982300884956
ins202407190001,0000000159,10,2,0.16666666666666666,0.0,0,56,0.5921052631578947,0.0,2.2679425837320575,836,1896,12,-2,1,1,4,0,4,2,3,2,337,202407,1,1,202409,-2,3,0,0,3,13.166666666666666,0.0,0.9700956937799043
