,aid,cid,act_days,act_paid_installments,act_utl,act_dueutl,act_due,act_age,act_cc,act_dueinc,act_loaninc,app_income,app_loan_amount,app_n_installments,act_seniority,app_nom_branch,app_nom_gender,app_nom_job_code,app_number_of_children,app_nom_marital_status,app_nom_city,app_nom_home_status,app_nom_cars,app_spendings,fin_period,status,coll_status,period,act_cus_seniority,act_cus_n_loans_hist,act_cus_n_statC,act_cus_n_statB,act_cus_n_loans_act,act_cus_utl,act_cus_dueutl,act_cus_cc,agr12_Mean_Due,agr12_Max_Due,agr12_Min_Due,agr12_Mean_Days,agr12_Max_Days,agr12_Min_Days,agr12_Mean_CMax_Days,agr12_Max_CMax_Days,agr12_Min_CMax_Days,agr12_Mean_CMax_Due,agr12_Max_CMax_Due,agr12_Min_CMax_Due,ags12_Mean_Due,ags12_Max_Due,ags12_Min_Due,ags12_Mean_Days,ags12_Max_Days,ags12_Min_Days,ags12_Mean_CMax_Days,ags12_Max_CMax_Days,ags12_Min_CMax_Days,ags12_Mean_CMax_Due,ags12_Max_CMax_Due,ags12_Min_CMax_Due,agr9_Mean_Due,agr9_Max_Due,agr9_Min_Due,agr9_Mean_Days,agr9_Max_Days,agr9_Min_Days,agr9_Mean_CMax_Days,agr9_Max_CMax_Days,agr9_Min_CMax_Days,agr9_Mean_CMax_Due,agr9_Max_CMax_Due,agr9_Min_CMax_Due,ags9_Mean_Due,ags9_Max_Due,ags9_Min_Due,ags9_Mean_Days,ags9_Max_Days,ags9_Min_Days,ags9_Mean_CMax_Days,ags9_Max_CMax_Days,ags9_Min_CMax_Days,ags9_Mean_CMax_Due,ags9_Max_CMax_Due,ags9_Min_CMax_Due,agr6_Mean_Due,agr6_Max_Due,agr6_Min_Due,agr6_Mean_Days,agr6_Max_Days,agr6_Min_Days,agr6_Mean_CMax_Days,agr6_Max_CMax_Days,agr6_Min_CMax_Days,agr6_Mean_CMax_Due,agr6_Max_CMax_Due,agr6_Min_CMax_Due,ags6_Mean_Due,ags6_Max_Due,ags6_Min_Due,ags6_Mean_Days,ags6_Max_Days,ags6_Min_Days,ags6_Mean_CMax_Days,ags6_Max_CMax_Days,ags6_Min_CMax_Days,ags6_Mean_CMax_Due,ags6_Max_CMax_Due,ags6_Min_CMax_Due,agr3_Mean_Due,agr3_Max_Due,agr3_Min_Due,agr3_Mean_Days,agr3_Max_Days,agr3_Min_Days,agr3_Mean_CMax_Days,agr3_Max_CMax_Days,agr3_Min_CMax_Days,agr3_Mean_CMax_Due,agr3_Max_CMax_Due,agr3_Min_CMax_Due,ags3_Mean_Due,ags3_Max_Due,ags3_Min_Due,ags3_Mean_Days,ags3_Max_Days,ags3_Min_Days,ags3_Mean_CMax_Days,ags3_Max_CMax_Days,ags3_Min_CMax_Days,ags3_Mean_CMax_Due,ags3_Max_CMax_Due,ags3_Min_CMax_Due,scorem,score
0,ins202503100001,0000000627,14,7,0.1944444444444444,0.0,0,71,0.7671732522796353,0.0,6.127659574468085,1645,10080,36,-7,4,0,4,1,3,4,3,2,982,202503,1,1,202510,-7,8,0,0,8,7.777777777777778,0.0,1.958662613981763,0.0,0,0,27.0,30,22,27.0,30,22,0.0,0,0,,,,,,,,,,,,,0.0,0,0,27.0,30,22,27.0,30,22,0.0,0,0,,,,,,,,,,,,,0.0,0,0,26.833333333333332,30,22,26.833333333333332,30,22,0.0,0,0,0.0,0.0,0.0,26.833333333333332,30.0,22.0,26.833333333333332,30.0,22.0,0.0,0.0,0.0,0.0,0,0,26.666666666666668,29,23,26.666666666666668,29,23,0.0,0,0,0.0,0.0,0.0,26.666666666666668,29.0,23.0,26.666666666666668,29.0,23.0,0.0,0.0,0.0,1.092647656872673,-0.43483493963961495
1,ins202506210001,0000000833,11,4,0.1666666666666666,0.0,0,73,0.6521739130434783,0.0,4.057971014492754,1035,4200,24,-4,2,0,4,2,4,3,3,2,500,202506,1,1,202510,-4,5,0,0,5,7.291666666666667,0.0,1.328502415458937,0.0,0,0,28.2,30,26,28.2,30,26,0.0,0,0,,,,,,,,,,,,,0.0,0,0,28.2,30,26,28.2,30,26,0.0,0,0,,,,,,,,,,,,,0.0,0,0,28.2,30,26,28.2,30,26,0.0,0,0,,,,,,,,,,,,,0.0,0,0,27.666666666666668,30,26,27.666666666666668,30,26,0.0,0,0,0.0,0.0,0.0,27.666666666666668,30.0,26.0,27.666666666666668,30.0,26.0,0.0,0.0,0.0,0.8148118433112126,1.43133558396961
2,ins202411290001,0000000425,12,11,0.9166666666666666,0.0,0,62,0.5236032914681681,0.0,0.7327847553053269,2309,1692,12,-11,2,1,4,2,3,3,3,2,1068,202411,1,1,202510,-11,12,0,0,12,11.75,0.0,1.1953226504980512,0.0,0,0,27.416666666666668,30,25,27.416666666666668,30,25,0.0,0,0,0.0,0.0,0.0,27.416666666666668,30.0,25.0,27.416666666666668,30.0,25.0,0.0,0.0,0.0,0.0,0,0,27.444444444444443,30,25,27.444444444444443,30,25,0.0,0,0,0.0,0.0,0.0,27.444444444444443,30.0,25.0,27.444444444444443,30.0,25.0,0.0,0.0,0.0,0.0,0,0,26.666666666666668,30,25,26.666666666666668,30,25,0.0,0,0,0.0,0.0,0.0,26.666666666666668,30.0,25.0,26.666666666666668,30.0,25.0,0.0,0.0,0.0,0.0,0,0,26.333333333333332,27,25,26.333333333333332,27,25,0.0,0,0,0.0,0.0,0.0,26.333333333333332,27.0,25.0,26.333333333333332,27.0,25.0,0.0,0.0,0.0,2.551903202434151,1.048757861933124
3,ins202504190001,0000000707,14,6,0.5,0.0,0,64,0.431061530416594,0.0,0.4727209342862123,5737,2712,12,-6,3,0,2,0,3,3,3,2,2247,202504,1,7,202510,-6,7,0,0,7,18.83333333333333,0.0238095238095238,0.6674219975597002,0.2857142857142857,1,0,26.285714285714285,30,18,26.285714285714285,30,18,0.2857142857142857,1,0,,,,,,,,,,,,,0.2857142857142857,1,0,26.285714285714285,30,18,26.285714285714285,30,18,0.2857142857142857,1,0,,,,,,,,,,,,,0.3333333333333333,1,0,25.666666666666668,30,18,25.666666666666668,30,18,0.3333333333333333,1,0,0.3333333333333333,1.0,0.0,25.666666666666668,30.0,18.0,25.666666666666668,30.0,18.0,0.3333333333333333,1.0,0.0,0.0,0,0,25.333333333333332,29,21,25.333333333333332,29,21,0.0,0,0,0.0,0.0,0.0,25.333333333333332,29.0,21.0,25.333333333333332,29.0,21.0,0.0,0.0,0.0,-0.2637873546983035,0.7937095648651951
4,ins202502060001,0000000563,9,8,0.2222222222222222,0.0,0,54,0.6084848484848485,0.0,7.8545454545454545,825,6480,36,-8,3,1,4,0,4,3,3,2,322,202502,1,7,202510,-8,9,0,0,9,5.0,0.0030864197530864,2.353939393939394,0.1111111111111111,1,0,27.333333333333332,30,23,27.333333333333332,30,23,0.1111111111111111,1,0,,,,,,,,,,,,,0.1111111111111111,1,0,27.333333333333332,30,23,27.333333333333332,30,23,0.1111111111111111,1,0,0.1111111111111111,1.0,0.0,27.333333333333332,30.0,23.0,27.333333333333332,30.0,23.0,0.1111111111111111,1.0,0.0,0.16666666666666666,1,0,26.166666666666668,30,23,26.166666666666668,30,23,0.16666666666666666,1,0,0.16666666666666666,1.0,0.0,26.166666666666668,30.0,23.0,26.166666666666668,30.0,23.0,0.16666666666666666,1.0,0.0,0.0,0,0,24.666666666666668,26,24,24.666666666666668,26,24,0.0,0,0,0.0,0.0,0.0,24.666666666666668,26.0,24.0,24.666666666666668,26.0,24.0,0.0,0.0,0.0,1.6865110454135677,1.8522879874853384
5,ins202501060001,0000000501,15,9,0.25,0.0,0,65,0.6702937976060935,0.0,6.228509249183896,919,5724,36,-9,2,1,4,2,4,1,3,2,457,202501,1,1,202510,-9,10,0,0,10,4.416666666666667,0.0,2.2274211099020675,0.0,0,0,27.7,30,24,27.7,30,24,0.0,0,0,,,,,,,,,,,,,0.0,0,0,27.444444444444443,30,24,27.444444444444443,30,24,0.0,0,0,0.0,0.0,0.0,27.444444444444443,30.0,24.0,27.444444444444443,30.0,24.0,0.0,0.0,0.0,0.0,0,0,28.0,30,26,28.0,30,26,0.0,0,0,0.0,0.0,0.0,28.0,30.0,26.0,28.0,30.0,26.0,0.0,0.0,0.0,0.0,0,0,29.0,30,27,29.0,30,27,0.0,0,0,0.0,0.0,0.0,29.0,30.0,27.0,29.0,30.0,27.0,0.0,0.0,0.0,1.2292802548723922,1.2239400184037232
6,ins202507160001,0000000883,12,3,0.125,0.0,0,65,0.6722783389450057,0.0,4.552188552188552,891,4056,24,-3,3,1,4,2,4,3,3,2,430,202507,1,1,202510,-3,4,0,0,4,7.041666666666667,0.0,1.2413019079685743,0.0,0,0,28.75,30,27,28.75,30,27,0.0,0,0,,,,,,,,,,,,,0.0,0,0,28.75,30,27,28.75,30,27,0.0,0,0,,,,,,,,,,,,,0.0,0,0,28.75,30,27,28.75,30,27,0.0,0,0,,,,,,,,,,,,,0.0,0,0,28.333333333333332,29,27,28.333333333333332,29,27,0.0,0,0,0.0,0.0,0.0,28.333333333333332,29.0,27.0,28.333333333333332,29.0,27.0,0.0,0.0,0.0,2.493443676602459,0.9125952856679285
7,ins202408310002,0000000246,15,14,0.3888888888888889,0.0,0,67,0.5380811078140455,0.0,2.314540059347181,2022,4680,36,-14,4,1,4,1,3,3,3,2,958,202408,1,7,202510,-14,15,0,0,15,3.611111111111111,0.0037037037037037,1.4381800197823935,0.16666666666666666,1,0,26.833333333333332,30,22,26.833333333333332,30,22,0.16666666666666666,1,0,0.16666666666666666,1.0,0.0,26.833333333333332,30.0,22.0,26.833333333333332,30.0,22.0,0.16666666666666666,1.0,0.0,0.0,0,0,25.88888888888889,30,22,25.88888888888889,30,22,0.0,0,0,0.0,0.0,0.0,25.88888888888889,30.0,22.0,25.88888888888889,30.0,22.0,0.0,0.0,0.0,0.0,0,0,24.666666666666668,30,22,24.666666666666668,30,22,0.0,0,0,0.0,0.0,0.0,24.666666666666668,30.0,22.0,24.666666666666668,30.0,22.0,0.0,0.0,0.0,0.0,0,0,26.0,30,23,26.0,30,23,0.0,0,0,0.0,0.0,0.0,26.0,30.0,23.0,26.0,30.0,23.0,0.0,0.0,0.0,1.7720103000269578,0.3603757984490815
8,ins202411100001,0000000387,14,11,0.4583333333333333,0.0,0,70,0.7845360824742268,0.0,6.185567010309279,970,6000,24,-11,3,0,4,3,3,4,3,2,511,202411,1,1,202510,-11,12,0,0,12,10.416666666666666,0.0,3.6195876288659794,0.0,0,0,28.583333333333332,30,24,28.583333333333332,30,24,0.0,0,0,0.0,0.0,0.0,28.583333333333332,30.0,24.0,28.583333333333332,30.0,24.0,0.0,0.0,0.0,0.0,0,0,28.22222222222222,30,24,28.22222222222222,30,24,0.0,0,0,0.0,0.0,0.0,28.22222222222222,30.0,24.0,28.22222222222222,30.0,24.0,0.0,0.0,0.0,0.0,0,0,27.833333333333332,30,24,27.833333333333332,30,24,0.0,0,0,0.0,0.0,0.0,27.833333333333332,30.0,24.0,27.833333333333332,30.0,24.0,0.0,0.0,0.0,0.0,0,0,27.666666666666668,30,24,27.666666666666668,30,24,0.0,0,0,0.0,0.0,0.0,27.666666666666668,30.0,24.0,27.666666666666668,30.0,24.0,0.0,0.0,0.0,1.9098864339879995,0.34908555241205197
9,ins202503220002,0000000652,12,7,0.2916666666666667,0.0,0,57,0.670556552962298,0.0,6.010771992818672,1114,6696,24,-7,2,1,4,1,4,2,3,2,468,202503,1,1,202510,-7,8,0,0,8,11.625,0.0,2.423698384201077,0.0,0,0,28.375,30,26,28.375,30,26,0.0,0,0,,,,,,,,,,,,,0.0,0,0,28.375,30,26,28.375,30,26,0.0,0,0,,,,,,,,,,,,,0.0,0,0,27.833333333333332,30,26,27.833333333333332,30,26,0.0,0,0,0.0,0.0,0.0,27.833333333333332,30.0,26.0,27.833333333333332,30.0,26.0,0.0,0.0,0.0,0.0,0,0,28.0,30,27,28.0,30,27,0.0,0,0,0.0,0.0,0.0,28.0,30.0,27.0,28.0,30.0,27.0,0.0,0.0,0.0,1.3087009244304584,-0.3231525808779919
