aid,cid,act_days,act_paid_installments,act_utl,act_dueutl,act_due,act_age,act_cc,act_dueinc,act_loaninc,app_income,app_loan_amount,app_n_installments,act_seniority,app_nom_branch,app_nom_gender,app_nom_job_code,app_number_of_children,app_nom_marital_status,app_nom_city,app_nom_home_status,app_nom_cars,app_spendings,fin_period,status,coll_status,period,act_cus_seniority,act_cus_n_loans_hist,act_cus_n_statC,act_cus_n_statB,act_cus_n_loans_act,act_cus_utl,act_cus_dueutl,act_cus_cc
ins202405010001,0000000001,15,0,0.0,0.0,0,65,1.017094017094017,0.0,6.871794871794871,702,4824,12,1,1,0,4,0,4,3,3,2,312,202405,1,1,202405,1,1,0,0,1,33.5,0.0,1.017094017094017
ins202405010002,0000000002,15,0,0.0,0.0,0,51,0.6195462478184991,0.0,2.4223385689354275,1719,4164,12,1,4,1,1,0,2,4,3,2,718,202405,1,1,202405,1,1,0,0,1,28.916666666666668,0.0,0.6195462478184991
ins202405020001,0000000003,15,0,0.0,0.0,0,48,0.5137344669718771,0.0,3.3786788750817527,3058,10332,36,1,1,1,3,0,1,3,3,2,1284,202405,1,1,202405,1,1,0,0,1,7.972222222222222,0.0,0.5137344669718771
ins202405020002,0000000004,15,0,0.0,0.0,0,51,1.3834586466165413,0.0,9.906766917293233,665,6588,12,1,3,1,4,0,4,1,3,2,371,202405,1,1,202405,1,1,0,0,1,45.75,0.0,1.3834586466165413
ins202405030001,0000000005,15,0,0.0,0.0,0,59,0.6710593005575266,0.0,1.4171312721743539,1973,2796,12,1,1,1,4,0,2,2,3,2,1091,202405,1,1,202405,1,1,0,0,1,19.416666666666668,0.0,0.6710593005575266
ins202405030002,0000000006,15,0,0.0,0.0,0,61,0.4449760765550239,0.0,1.6421052631578947,2090,3432,24,1,2,1,4,0,3,3,3,2,787,202405,1,1,202405,1,1,0,0,1,5.958333333333333,0.0,0.4449760765550239
ins202405040001,0000000007,15,0,0.0,0.0,0,63,0.572064552031163,0.0,4.393989983305509,1797,7896,24,1,3,0,4,0,2,2,3,2,699,202405,1,1,202405,1,1,0,0,1,13.708333333333334,0.0,0.572064552031163
ins202405040002,0000000008,15,0,0.0,0.0,0,71,0.7855973813420621,0.0,5.1653027823240585,611,3156,12,1,3,0,4,0,3,2,3,1,217,202405,1,1,202405,1,1,0,0,1,21.916666666666668,0.0,0.7855973813420621
ins202405050001,0000000009,15,0,0.0,0.0,0,57,0.6707589285714286,0.0,2.4107142857142856,896,2160,12,1,2,0,4,0,2,1,3,2,421,202405,1,1,202405,1,1,0,0,1,15.0,0.0,0.6707589285714286
ins202405050002,0000000010,15,0,0.0,0.0,0,51,0.47520107238605896,0.0,0.20107238605898123,8952,1800,12,1,2,0,2,1,4,1,3,2,4104,202405,1,1,202405,1,1,0,0,1,12.5,0.0,0.47520107238605896
ins202405060001,0000000011,15,0,0.0,0.0,0,60,0.7028862478777589,0.0,4.726655348047538,589,2784,12,1,4,0,4,1,2,3,3,1,182,202405,1,1,202405,1,1,0,0,1,19.333333333333332,0.0,0.7028862478777589
ins202405060002,0000000012,15,0,0.0,0.0,0,50,0.26681841173495197,0.0,0.7890743550834598,3954,3120,12,1,2,0,3,1,4,2,2,1,795,202405,1,1,202405,1,1,0,0,1,21.666666666666668,0.0,0.26681841173495197
ins202405070001,0000000013,15,0,0.0,0.0,0,57,0.7393648891551827,0.0,1.9484721390053925,1669,3252,12,1,2,0,4,0,4,3,3,2,963,202405,1,1,202405,1,1,0,0,1,22.583333333333332,0.0,0.7393648891551827
ins202405070002,0000000014,15,0,0.0,0.0,0,64,0.4928253339930727,0.0,1.87629886194953,2021,3792,12,1,2,1,4,0,4,3,3,1,680,202405,1,1,202405,1,1,0,0,1,26.333333333333332,0.0,0.4928253339930727
ins202405080001,0000000015,15,0,0.0,0.0,0,68,1.3341013824884793,0.0,31.43778801843318,434,13644,36,1,3,0,4,0,3,3,3,2,200,202405,1,1,202405,1,1,0,0,1,10.527777777777779,0.0,1.3341013824884793
