aid,cid,act_days,act_paid_installments,act_utl,act_dueutl,act_due,act_age,act_cc,act_dueinc,act_loaninc,app_income,app_loan_amount,app_n_installments,act_seniority,app_nom_branch,app_nom_gender,app_nom_job_code,app_number_of_children,app_nom_marital_status,app_nom_city,app_nom_home_status,app_nom_cars,app_spendings,fin_period,status,coll_status,period,act_cus_seniority,act_cus_n_loans_hist,act_cus_n_statC,act_cus_n_statB,act_cus_n_loans_act,act_cus_utl,act_cus_dueutl,act_cus_cc
ins202411100001,0000000387,14,4,0.16666666666666666,0.0,0,70,0.7845360824742268,0.0,6.185567010309279,970,6000,24,-3,3,0,4,3,3,4,3,2,511,202411,1,1,202503,-3,5,0,0,5,10.416666666666666,0.0,1.8154639175257732
ins202405160002,0000000032,14,10,0.2777777777777778,0.0,0,69,0.49712643678160917,0.0,3.853448275862069,1392,5364,36,-10,4,0,4,2,3,3,3,2,543,202405,1,7,202503,-10,11,0,0,11,4.138888888888889,0.0025252525252525255,1.5675287356321839
ins202501060001,0000000501,11,2,0.05555555555555555,0.0,0,65,0.6702937976060935,0.0,6.228509249183896,919,5724,36,-1,2,1,4,2,4,1,3,2,457,202501,1,1,202503,-1,3,0,0,3,4.416666666666667,0.0,1.0163220892274212
ins202412170001,0000000461,13,3,0.125,0.0,0,66,0.44151486097794823,0.0,2.7957813998082455,2086,5832,24,-2,3,0,4,0,4,3,3,1,678,202412,1,1,202503,-2,4,0,0,4,10.125,0.0,0.7909875359539789
ins202406080001,0000000077,12,9,0.75,0.0,0,63,0.33301707779886147,0.0,0.8368121442125237,2108,1764,12,-9,2,1,3,3,4,4,2,2,555,202406,1,1,202503,-9,10,0,0,10,12.25,0.0,0.9606261859582542
ins202412020002,0000000432,15,3,0.08333333333333333,0.0,0,55,0.5548450565666503,0.0,5.666502705361535,2033,11520,36,-2,4,1,4,2,4,1,3,2,808,202412,1,1,202503,-2,4,0,0,4,8.88888888888889,0.0,1.0270536153467782
ins202411040001,0000000375,7,4,0.16666666666666666,0.0,0,60,0.7004329004329004,0.0,6.753246753246753,1155,7800,24,-3,1,1,4,0,4,1,3,2,484,202411,1,1,202503,-3,5,0,0,5,13.541666666666666,0.0,1.825974025974026
ins202412240002,0000000476,10,3,0.125,0.0,0,52,0.46525096525096526,0.0,1.2451737451737452,4144,5160,24,-2,2,0,2,2,4,2,3,2,1713,202412,1,1,202503,-2,4,0,0,4,8.958333333333334,0.0,0.6208976833976834
ins202501260002,0000000542,9,2,0.08333333333333333,0.0,0,59,0.5196304849884527,0.0,1.4133949191685913,2598,3672,24,-1,2,1,3,0,4,4,3,2,1197,202501,1,1,202503,-1,3,0,0,3,6.375,0.0,0.6374133949191686
ins202407110002,0000000144,13,8,0.2222222222222222,0.0,0,50,0.42556759545923634,0.0,0.4179566563467492,7752,3240,36,-8,3,1,2,1,4,3,3,2,3209,202407,1,1,202503,-8,9,0,0,9,2.5,0.0,0.5184468524251806
ins202407310002,0000000184,15,8,0.6666666666666666,0.0,0,54,0.4917440660474716,0.0,0.6068111455108359,1938,1176,12,-8,3,1,3,1,4,4,3,2,855,202407,1,1,202503,-8,9,0,0,9,8.166666666666666,0.0,0.8962848297213623
ins202501220002,0000000534,12,2,0.16666666666666666,0.0,0,58,0.5040983606557377,0.0,1.3360655737704918,1464,1956,12,-1,3,0,4,0,2,3,3,2,575,202501,1,1,202503,-1,3,0,0,3,13.583333333333334,0.0,0.726775956284153
ins202501260001,0000000541,13,2,0.16666666666666666,0.0,0,56,0.676056338028169,0.0,1.0211267605633803,1704,1740,12,-1,4,1,4,1,4,4,3,2,1007,202501,1,1,202503,-1,3,0,0,3,12.083333333333334,0.0,0.846244131455399
