aid,cid,act_days,act_paid_installments,act_utl,act_dueutl,act_due,act_age,act_cc,act_dueinc,act_loaninc,app_income,app_loan_amount,app_n_installments,act_seniority,app_nom_branch,app_nom_gender,app_nom_job_code,app_number_of_children,app_nom_marital_status,app_nom_city,app_nom_home_status,app_nom_cars,app_spendings,fin_period,status,coll_status,period,act_cus_seniority,act_cus_n_loans_hist,act_cus_n_statC,act_cus_n_statB,act_cus_n_loans_act,act_cus_utl,act_cus_dueutl,act_cus_cc
ins202510040001,0000001043,10,3,0.25,0.0,0,51,0.5841750841750841,0.0,0.7138047138047138,3564,2544,12,-3,3,0,2,0,4,1,3,2,1870,202510,1,1,202601,-3,4,0,0,4,17.666666666666668,0.0,0.7626262626262627
ins202509030001,0000000981,11,4,0.16666666666666666,0.0,0,65,0.5969849246231156,0.0,3.208040201005025,995,3192,24,-4,3,1,4,0,4,1,3,2,461,202509,1,1,202601,-4,5,0,0,5,5.541666666666667,0.0,1.1316582914572864
ins202507150001,0000000881,14,6,0.5,0.0,0,52,0.6381751442055584,0.0,0.9690613529103304,1907,1848,12,-6,3,0,3,0,4,3,3,2,1063,202507,1,7,202601,-6,7,0,0,7,12.833333333333334,0.023809523809523808,1.1227058206607237
ins202506240002,0000000840,15,7,0.2916666666666667,0.0,0,53,0.8555783709787816,0.0,5.765913757700205,1461,8424,24,-7,2,1,4,2,4,4,3,2,899,202506,1,1,202601,-7,8,0,0,8,14.625,0.0,2.5373032169746748
ins202501060001,0000000501,9,12,0.3333333333333333,0.0,0,65,0.7573033707865169,0.0,12.862921348314607,445,5724,36,-12,2,1,4,2,4,1,3,2,178,202501,1,1,202601,-12,13,0,0,13,4.416666666666667,0.0,5.044943820224719
ins202510150002,0000001066,14,3,0.25,0.0,0,49,0.4928521209280525,0.0,0.6187016639325053,4267,2640,12,-3,1,1,2,2,4,2,3,2,1883,202510,1,1,202601,-3,4,0,0,4,18.333333333333332,0.0,0.6475275369111788
ins202503130002,0000000634,15,10,0.4166666666666667,0.0,0,70,0.7167070217917676,0.0,8.193704600484262,413,3384,24,-10,2,0,4,0,1,2,3,2,155,202503,1,7,202601,-10,11,0,0,11,5.875,0.01893939393939394,4.1307506053268765
ins202512220001,0000001201,14,1,0.08333333333333333,0.0,0,54,0.3719567177637511,0.0,1.0712353471596032,2218,2376,12,-1,1,1,3,1,4,3,3,1,627,202512,1,1,202601,-1,2,0,0,2,16.5,0.0,0.4612263300270514
ins202510130002,0000001062,12,3,0.25,0.0,0,68,0.5446428571428571,0.0,0.9017857142857143,1344,1212,12,-3,2,1,4,0,3,4,3,2,631,202510,1,1,202601,-3,4,0,0,4,8.416666666666666,0.0,0.7700892857142857
ins202511070002,0000001112,15,2,0.16666666666666666,0.0,0,67,0.547972972972973,0.0,0.9486486486486486,1480,1404,12,-2,1,0,4,0,3,1,3,2,694,202511,1,1,202601,-2,3,0,0,3,9.75,0.0,0.706081081081081
ins202509220002,0000001020,12,4,0.3333333333333333,0.0,0,59,0.6135416666666667,0.0,1.8125,960,1740,12,-4,4,1,4,0,4,1,3,2,444,202509,1,1,202601,-4,5,0,0,5,12.083333333333334,0.0,1.2177083333333334
