aid,cid,act_days,act_paid_installments,act_utl,act_dueutl,act_due,act_age,act_cc,act_dueinc,act_loaninc,app_income,app_loan_amount,app_n_installments,act_seniority,app_nom_branch,app_nom_gender,app_nom_job_code,app_number_of_children,app_nom_marital_status,app_nom_city,app_nom_home_status,app_nom_cars,app_spendings,fin_period,status,coll_status,period,act_cus_seniority,act_cus_n_loans_hist,act_cus_n_statC,act_cus_n_statB,act_cus_n_loans_act,act_cus_utl,act_cus_dueutl,act_cus_cc
ins202501280002,0000000546,13,11,0.9166666666666666,0.0,0,56,0.5921951219512195,0.0,1.838048780487805,1025,1884,12,-11,1,1,4,1,4,1,3,2,450,202501,1,1,202512,-11,12,0,0,12,13.083333333333334,0.0,2.277073170731707
ins202510140001,0000001063,14,2,0.16666666666666666,0.0,0,72,0.5354666666666666,0.0,0.608,1875,1140,12,-2,2,1,4,0,4,1,3,2,909,202510,1,1,202512,-2,3,0,0,3,7.916666666666667,0.0,0.6368
ins202508140002,0000000942,13,4,0.3333333333333333,0.0,0,59,0.659965034965035,0.0,2.800699300699301,1144,3204,12,-4,4,0,4,2,4,2,3,2,488,202508,1,1,202512,-4,5,0,0,5,22.25,0.0,1.5935314685314685
ins202505250001,0000000779,14,7,0.2916666666666667,0.0,0,63,0.5609195402298851,0.0,2.703448275862069,1305,3528,24,-7,4,0,4,0,2,3,3,2,585,202505,1,7,202512,-7,8,0,0,8,6.125,0.005208333333333333,1.349425287356322
ins202504240002,0000000718,14,8,0.6666666666666666,0.0,0,68,0.7763736263736264,0.0,2.3274725274725276,1820,4236,12,-8,3,1,4,0,4,2,3,2,1060,202504,1,1,202512,-8,9,0,0,9,29.416666666666668,0.0,2.328021978021978
ins202503230001,0000000653,14,9,0.75,0.0,0,58,0.5370370370370371,0.0,1.4700854700854702,1404,2064,12,-9,3,1,4,0,2,2,3,2,582,202503,1,1,202512,-9,10,0,0,10,14.333333333333334,0.0,1.6396011396011396
ins202511050002,0000001108,14,1,0.08333333333333333,0.0,0,54,0.39849955869373344,0.0,1.3398058252427185,2266,3036,12,0,2,1,3,0,4,2,2,2,650,202511,1,1,202512,0,2,0,0,2,21.083333333333332,0.0,0.5101500441306267
ins202511290002,0000001156,10,1,0.027777777777777776,0.0,0,50,0.4770912147961328,0.0,1.6343001261034047,2379,3888,36,0,3,1,4,1,4,3,3,2,1027,202511,1,1,202512,0,2,0,0,2,3.0,0.0,0.5224884405212274
ins202511120001,0000001121,10,1,0.041666666666666664,0.0,0,56,0.8965785381026439,0.0,6.065318818040436,1286,7800,24,0,2,1,4,2,2,4,3,2,828,202511,1,1,202512,0,2,0,0,2,13.541666666666666,0.0,1.1493001555209954
ins202502030002,0000000558,13,10,0.2777777777777778,0.0,0,64,0.6467757459095284,0.0,7.3108758421559195,1039,7596,36,-10,4,1,4,0,4,1,3,2,461,202502,1,1,202512,-10,11,0,0,11,5.861111111111111,0.0,2.6775745909528395
ins202503280002,0000000664,13,9,0.75,0.0,0,67,0.7897727272727273,0.0,3.409090909090909,880,3000,12,-9,4,1,4,1,3,4,3,2,445,202503,1,1,202512,-9,10,0,0,10,20.833333333333332,0.0,3.346590909090909
ins202509050001,0000000985,13,3,0.25,0.0,0,61,0.6903820816864296,0.0,2.8458498023715415,759,2160,12,-3,2,1,4,0,4,3,3,2,344,202509,1,7,202512,-3,4,0,0,4,15.0,0.020833333333333332,1.401844532279315
ins202510230002,0000001082,13,2,0.08333333333333333,0.0,0,55,0.4455564451561249,0.0,0.7734187349879904,4996,3864,24,-2,1,1,2,1,4,3,3,2,2065,202510,1,1,202512,-2,3,0,0,3,6.708333333333333,0.0,0.5100080064051241
ins202501270001,0000000543,8,11,0.3055555555555556,0.0,0,62,0.725,0.0,5.7681818181818185,880,5076,36,-11,3,0,4,2,2,4,3,2,497,202501,1,1,202512,-11,12,0,0,12,3.9166666666666665,0.0,2.4875
ins202511180001,0000001133,13,1,0.08333333333333333,0.0,0,59,1.087330873308733,0.0,6.597785977859779,813,5364,12,0,4,1,4,0,4,1,3,2,437,202511,1,1,202512,0,2,0,0,2,37.25,0.0,1.6371463714637147
ins202506180001,0000000827,13,6,0.25,0.0,0,61,0.5265040650406504,0.0,0.7882926829268293,3075,2424,24,-6,1,1,3,1,4,2,3,2,1518,202506,1,1,202512,-6,7,0,0,7,4.208333333333333,0.0,0.7235772357723578
ins202509190001,0000001013,11,3,0.25,0.0,0,58,1.033009708737864,0.0,7.409708737864078,515,3816,12,-3,2,0,4,3,2,3,3,2,214,202509,1,1,202512,-3,4,0,0,4,26.5,0.0,2.8854368932038836
ins202504260001,0000000721,15,8,0.3333333333333333,0.0,0,59,0.5828961175236097,0.0,2.820566631689402,1906,5376,24,-8,2,1,3,0,2,3,3,1,887,202504,1,1,202512,-8,9,0,0,9,9.333333333333334,0.0,1.5230849947534102
ins202509030001,0000000981,7,3,0.125,0.0,0,65,0.7891268533772653,0.0,5.258649093904448,607,3192,24,-3,3,1,4,0,4,1,3,2,346,202509,1,1,202512,-3,4,0,0,4,5.541666666666667,0.0,1.4464579901153212
ins202506090001,0000000809,13,6,0.25,0.0,0,60,0.6124314442413162,0.0,3.802559414990859,1641,6240,24,-6,4,0,4,1,2,3,3,2,745,202506,1,1,202512,-6,7,0,0,7,10.833333333333334,0.0,1.563071297989031
ins202506150002,0000000822,14,6,0.25,0.0,0,55,0.3717805151175812,0.0,4.676371780515118,1786,8352,24,-6,3,1,4,1,2,2,2,1,316,202506,1,7,202512,-6,7,0,0,7,14.5,0.011904761904761904,1.5408734602463605
ins202508100001,0000000933,14,4,0.3333333333333333,0.0,0,54,0.8874773139745916,0.0,4.072595281306715,551,2244,12,-4,3,1,4,0,4,2,3,2,302,202508,1,1,202512,-4,5,0,0,5,15.583333333333334,0.0,2.2450090744101634
ins202507020002,0000000856,12,5,0.4166666666666667,0.0,0,59,0.7883817427385892,0.0,4.700414937759336,1205,5664,12,-5,3,1,4,1,4,4,3,2,478,202507,1,1,202512,-5,6,0,0,6,39.333333333333336,0.0,2.7468879668049793
ins202501050002,0000000500,15,11,0.4583333333333333,0.0,0,61,0.47910662824207495,0.0,1.9020172910662825,1388,2640,24,-11,1,1,4,1,4,2,3,2,555,202501,1,7,202512,-11,12,0,0,12,4.583333333333333,0.003472222222222222,1.350864553314121
ins202506110001,0000000813,13,6,0.5,0.0,0,63,0.6178736517719569,0.0,2.4961479198767336,649,1620,12,-6,4,1,4,0,2,2,3,2,266,202506,1,1,202512,-6,7,0,0,7,11.25,0.0,1.8659476117103235
ins202505220001,0000000773,13,7,0.5833333333333334,0.0,0,65,0.5302593659942363,0.0,1.4956772334293948,1388,2076,12,-7,4,0,4,0,1,2,3,1,563,202505,1,1,202512,-7,8,0,0,8,14.416666666666666,0.0,1.4027377521613833
